Year,Name,Position,Age,Height (in),Weight (lbs),RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard
2016,Kyle Juszczyk,RB,25,73,240,22,5,1,37,266,0,49,231,288,1,Ravens,BAL,343.0,321.0,5563.0,679.0,4100.0,20.0,367.0,1463.0,10.0,316.0,23.0,0.5217,0.061657,6.038292,3.986376,0.021989,0.7551020408163265,7.1891891891891895,5.428571428571429,6.243243243243243,0.0,0.0,4.4,0.2,6.857142857142857,0.023809523809523808,6.0382916053019144,3.9863760217983653,0.029455081001472753,0.027247956403269755,5.318355640535373,0.061657379111989936
2021,Kyle Pitts,TE,21,78,250,0,0,0,68,1026,1,110,313,1026,1,Falcons,ATL,313.0,459.0,5164.0,573.0,3713.0,20.0,393.0,1451.0,11.0,306.0,26.0,0.537,0.060612,6.47993,3.692112,0.026915,0.6181818181818182,15.088235294117647,9.327272727272728,4.602941176470588,0.014705882352941176,0.00909090909090909,0.0,0.0,15.088235294117647,0.014705882352941176,6.479930191972077,3.6921119592875318,0.034904013961605584,0.027989821882951654,5.345755693581781,0.060611928737412855
2022,Kyle Pitts,TE,22,78,250,0,0,0,28,356,2,59,130,356,2,Falcons,ATL,365.0,386.0,5417.0,415.0,2699.0,17.0,559.0,2718.0,17.0,330.0,21.0,0.5556,0.06738,6.503614,4.862254,0.021561,0.4745762711864407,12.714285714285714,6.033898305084746,4.642857142857143,0.07142857142857142,0.03389830508474576,0.0,0.0,12.714285714285714,0.07142857142857142,6.5036144578313255,4.862254025044723,0.04096385542168675,0.03041144901610018,5.561601642710472,0.06738046889422189
2023,Kyle Pitts,TE,23,78,250,-4,1,0,53,667,3,90,134,663,3,Falcons,ATL,321.0,373.0,5683.0,530.0,3524.0,17.0,522.0,2159.0,14.0,326.0,28.0,0.4681,0.056484,6.649057,4.136015,0.026616,0.5888888888888889,12.584905660377359,7.411111111111111,2.5283018867924527,0.05660377358490566,0.03333333333333333,-4.0,0.0,12.277777777777779,0.05555555555555555,6.649056603773585,4.136015325670498,0.03207547169811321,0.02681992337164751,5.402091254752852,0.05648425127573465
2015,Kyle Rudolph,TE,26,78,265,0,0,0,49,495,5,71,211,495,5,Vikings,MIN,365.0,302.0,5139.0,454.0,2928.0,14.0,474.0,2211.0,18.0,297.0,17.0,0.47729999999999995,0.071025,6.449339,4.664557,0.018319,0.6901408450704225,10.10204081632653,6.971830985915493,4.3061224489795915,0.10204081632653061,0.07042253521126761,0.0,0.0,10.10204081632653,0.10204081632653061,6.4493392070484585,4.6645569620253164,0.030837004405286344,0.0379746835443038,5.537715517241379,0.07102549134072776
2016,Kyle Rudolph,TE,27,78,265,0,0,0,83,840,7,132,375,840,7,Vikings,MIN,327.0,307.0,5041.0,588.0,3836.0,20.0,380.0,1205.0,9.0,303.0,16.0,0.46,0.064868,6.52381,3.171053,0.016529,0.6287878787878788,10.120481927710843,6.363636363636363,4.518072289156627,0.08433734939759036,0.05303030303030303,0.0,0.0,10.120481927710843,0.08433734939759036,6.523809523809524,3.1710526315789473,0.034013605442176874,0.02368421052631579,5.207644628099174,0.06486808172981551
2017,Kyle Rudolph,TE,28,78,265,0,0,0,57,532,8,81,235,532,8,Vikings,MIN,382.0,252.0,5710.0,527.0,3753.0,25.0,501.0,1957.0,15.0,334.0,14.0,0.5556,0.0669,7.121442,3.906188,0.013619,0.7037037037037037,9.333333333333334,6.567901234567901,4.12280701754386,0.14035087719298245,0.09876543209876543,0.0,0.0,9.333333333333334,0.14035087719298245,7.121442125237191,3.906187624750499,0.04743833017077799,0.029940119760479042,5.554474708171206,0.06690017513134851
2018,Kyle Rudolph,TE,29,78,265,0,0,0,64,634,4,82,253,634,4,Vikings,MIN,360.0,341.0,5529.0,606.0,4036.0,30.0,357.0,1493.0,9.0,310.0,20.0,0.54,0.065111,6.660066,4.182073,0.020768,0.7804878048780488,9.90625,7.7317073170731705,3.953125,0.0625,0.04878048780487805,0.0,0.0,9.90625,0.0625,6.66006600660066,4.182072829131653,0.04950495049504951,0.025210084033613446,5.741433021806854,0.06511123168746609
2019,Kyle Rudolph,TE,30,78,265,0,0,0,39,367,6,48,194,367,6,Vikings,MIN,407.0,303.0,5656.0,466.0,3523.0,26.0,476.0,2133.0,19.0,314.0,20.0,0.6065999999999999,0.071959,7.560086,4.481092,0.021231,0.8125,9.41025641025641,7.645833333333333,4.9743589743589745,0.15384615384615385,0.125,0.0,0.0,9.41025641025641,0.15384615384615385,7.560085836909871,4.48109243697479,0.055793991416309016,0.03991596638655462,6.004246284501062,0.07195898161244696
2020,Kyle Rudolph,TE,31,78,265,0,0,0,28,334,1,37,162,334,1,Vikings,MIN,430.0,475.0,6292.0,516.0,4009.0,35.0,468.0,2283.0,20.0,383.0,23.0,0.7119,0.068341,7.76938,4.878205,0.023374,0.7567567567567568,11.928571428571429,9.027027027027026,5.785714285714286,0.03571428571428571,0.02702702702702703,0.0,0.0,11.928571428571429,0.03571428571428571,7.76937984496124,4.878205128205129,0.06782945736434108,0.042735042735042736,6.394308943089431,0.06834075015893197
2021,Kyle Rudolph,TE,32,78,265,0,0,0,26,257,1,39,137,257,1,Giants,NYG,258.0,416.0,4884.0,593.0,3196.0,15.0,419.0,1688.0,8.0,299.0,30.0,0.4474,0.052826,5.389545,4.02864,0.029644,0.6666666666666666,9.884615384615385,6.589743589743589,5.269230769230769,0.038461538461538464,0.02564102564102564,0.0,0.0,9.884615384615385,0.038461538461538464,5.389544688026981,4.028639618138425,0.025295109612141653,0.01909307875894988,4.826086956521739,0.052825552825552825
2022,Kyle Rudolph,TE,33,78,265,0,0,0,3,28,1,5,3,28,1,Buccaneers,TB,313.0,358.0,5894.0,751.0,4586.0,26.0,386.0,1308.0,5.0,346.0,22.0,0.5094,0.053105,6.106525,3.388601,0.019349,0.6,9.333333333333334,5.6,1.0,0.3333333333333333,0.2,0.0,0.0,9.333333333333334,0.3333333333333333,6.1065246338215715,3.38860103626943,0.03462050599201065,0.012953367875647668,5.183817062445031,0.05310485239226332
2020,La'Mical Perine,RB,22,71,220,232,64,2,11,63,0,15,67,295,2,Jets,NYJ,243.0,457.0,4479.0,499.0,2796.0,16.0,406.0,1683.0,9.0,269.0,19.0,0.4211,0.054253,5.603206,4.14532,0.020994,0.7333333333333333,5.7272727272727275,4.2,6.090909090909091,0.0,0.0,3.625,0.03125,3.933333333333333,0.02666666666666667,5.603206412825651,4.145320197044335,0.03206412825651302,0.022167487684729065,4.9491712707182325,0.05425318151373074
2021,La'Mical Perine,RB,23,71,220,31,8,0,0,0,0,0,0,31,0,Jets,NYJ,310.0,504.0,5208.0,603.0,3541.0,20.0,380.0,1667.0,14.0,310.0,27.0,0.5489999999999999,0.059524,5.872305,4.386842,0.027467,0.0,0.0,0.0,0.0,0.0,0.0,3.875,0.0,3.875,0.0,5.872305140961857,4.386842105263158,0.03316749585406302,0.03684210526315789,5.298067141403866,0.05952380952380952
2015,Ladarius Green,TE,25,78,240,0,0,0,37,429,4,63,224,429,4,Chargers,SD,320.0,398.0,5949.0,667.0,4591.0,30.0,393.0,1358.0,4.0,344.0,24.0,0.6364,0.053791,6.883058,3.455471,0.022642,0.5873015873015873,11.594594594594595,6.809523809523809,6.054054054054054,0.10810810810810811,0.06349206349206349,0.0,0.0,11.594594594594595,0.10810810810810811,6.883058470764618,3.455470737913486,0.044977511244377814,0.010178117048346057,5.612264150943396,0.05379055303412338
2016,Ladarius Green,TE,26,78,240,0,0,0,18,304,1,34,99,304,1,Steelers,PIT,399.0,327.0,5962.0,596.0,4202.0,33.0,409.0,1760.0,13.0,336.0,18.0,0.5424,0.066924,7.050336,4.303178,0.01791,0.5294117647058824,16.88888888888889,8.941176470588236,5.5,0.05555555555555555,0.029411764705882353,0.0,0.0,16.88888888888889,0.05555555555555555,7.050335570469799,4.30317848410758,0.05536912751677853,0.03178484107579462,5.9323383084577115,0.06692385105669238
2015,Lamar Miller,RB,24,70,225,872,194,8,47,397,2,57,437,1269,10,Dolphins,MIA,310.0,389.0,5307.0,588.0,3811.0,24.0,344.0,1496.0,11.0,291.0,19.0,0.5349,0.058413,6.481293,4.348837,0.020386,0.8245614035087719,8.446808510638299,6.964912280701754,9.297872340425531,0.0425531914893617,0.03508771929824561,4.494845360824742,0.041237113402061855,5.265560165975104,0.04149377593360996,6.4812925170068025,4.348837209302325,0.04081632653061224,0.03197674418604651,5.694206008583691,0.05841341624269832
2016,Lamar Miller,RB,25,70,220,1073,268,5,31,188,1,40,172,1261,6,Texans,HOU,279.0,328.0,5035.0,583.0,3176.0,15.0,456.0,1859.0,8.0,305.0,24.0,0.44,0.055412,5.447684,4.076754,0.023099,0.775,6.064516129032258,4.7,5.548387096774194,0.03225806451612903,0.025,4.003731343283582,0.018656716417910446,4.217391304347826,0.020066889632107024,5.447684391080617,4.076754385964913,0.025728987993138937,0.017543859649122806,4.846005774783445,0.05541211519364449
2017,Lamar Miller,RB,26,70,220,888,238,3,36,327,3,45,313,1215,6,Texans,HOU,338.0,436.0,5120.0,525.0,3278.0,28.0,448.0,1842.0,8.0,313.0,28.0,0.5238,0.066016,6.24381,4.111607,0.028777,0.8,9.083333333333334,7.266666666666667,8.694444444444445,0.08333333333333333,0.06666666666666667,3.73109243697479,0.012605042016806723,4.434306569343065,0.021897810218978103,6.2438095238095235,4.111607142857143,0.05333333333333334,0.017857142857142856,5.26207605344296,0.066015625
2018,Lamar Miller,RB,27,70,220,973,210,5,25,163,1,35,177,1136,6,Texans,HOU,402.0,316.0,5802.0,506.0,3781.0,26.0,472.0,2021.0,12.0,333.0,16.0,0.5,0.069286,7.472332,4.28178,0.01636,0.7142857142857143,6.52,4.6571428571428575,7.08,0.04,0.02857142857142857,4.633333333333334,0.023809523809523808,4.834042553191489,0.02553191489361702,7.472332015810276,4.281779661016949,0.05138339920948617,0.025423728813559324,5.932515337423313,0.06928645294725956
2020,Lamar Miller,RB,29,70,220,0,0,0,2,6,0,2,5,6,0,Commanders,WAS,335.0,329.0,5076.0,601.0,3465.0,16.0,400.0,1611.0,18.0,322.0,27.0,0.5882000000000001,0.065997,6.3,4.0275,0.026973,1.0,3.0,3.0,2.5,0.0,0.0,0.0,0.0,3.0,0.0,5.765391014975042,4.0275,0.026622296173044926,0.045,5.070929070929071,0.06599684791174153
2015,Lance Dunbar,RB,25,68,195,67,5,0,21,215,0,23,150,282,0,Cowboys,DAL,275.0,374.0,5361.0,528.0,3471.0,16.0,408.0,1890.0,8.0,307.0,33.0,0.44439999999999996,0.051296,6.573864,4.632353,0.035256,0.9130434782608695,10.238095238095237,9.347826086956522,7.142857142857143,0.0,0.0,13.4,0.0,10.846153846153847,0.0,6.573863636363637,4.632352941176471,0.030303030303030304,0.0196078431372549,5.727564102564102,0.05129639992538706
2016,Lance Dunbar,RB,26,68,195,31,9,1,16,122,0,24,90,153,1,Cowboys,DAL,421.0,306.0,6027.0,483.0,3631.0,25.0,499.0,2396.0,24.0,358.0,15.0,0.6557,0.069852,7.517598,4.801603,0.015275,0.6666666666666666,7.625,5.083333333333333,5.625,0.0,0.0,3.4444444444444446,0.1111111111111111,6.12,0.04,7.5175983436853,4.801603206412826,0.051759834368530024,0.04809619238476954,6.137474541751527,0.06985233117637299
2017,Lance Dunbar,RB,27,68,187,51,11,1,1,1,0,3,0,52,1,Rams,LA,478.0,329.0,5784.0,518.0,3831.0,28.0,454.0,1953.0,17.0,311.0,21.0,0.5342,0.082642,7.395753,4.301762,0.021605,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,4.636363636363637,0.09090909090909091,4.333333333333333,0.08333333333333333,7.395752895752896,4.3017621145374445,0.05405405405405406,0.037444933920704845,5.950617283950617,0.0826417704011065
2015,Lance Kendricks,TE,27,75,250,0,0,0,25,245,2,39,129,245,2,Rams,SL,280.0,330.0,4761.0,473.0,2805.0,11.0,429.0,1956.0,16.0,241.0,21.0,0.5278,0.058811,5.930233,4.559441,0.023282,0.6410256410256411,9.8,6.282051282051282,5.16,0.08,0.05128205128205128,0.0,0.0,9.8,0.08,5.930232558139535,4.559440559440559,0.023255813953488372,0.037296037296037296,5.278270509977827,0.058811174123083385
2016,Lance Kendricks,TE,28,75,250,0,0,0,50,499,2,88,270,499,2,Rams,LA,224.0,394.0,4203.0,536.0,2951.0,14.0,375.0,1252.0,9.0,245.0,29.0,0.4706,0.053295,5.505597,3.338667,0.031833,0.5681818181818182,9.98,5.670454545454546,5.4,0.04,0.022727272727272728,0.0,0.0,9.98,0.04,5.505597014925373,3.3386666666666667,0.026119402985074626,0.024,4.613611416026345,0.05329526528669998
2017,Lance Kendricks,TE,29,75,250,0,0,0,18,203,1,35,92,203,1,Packers,GB,320.0,384.0,4891.0,562.0,3167.0,25.0,386.0,1724.0,13.0,307.0,25.0,0.619,0.065426,5.635231,4.466321,0.026371,0.5142857142857142,11.277777777777779,5.8,5.111111111111111,0.05555555555555555,0.02857142857142857,0.0,0.0,11.277777777777779,0.05555555555555555,5.635231316725979,4.466321243523316,0.04448398576512456,0.03367875647668394,5.159282700421941,0.06542629319157636
2018,Lance Kendricks,TE,30,75,250,0,0,0,19,170,1,25,115,170,1,Packers,GB,376.0,400.0,5905.0,640.0,4238.0,25.0,333.0,1667.0,14.0,332.0,15.0,0.617,0.063675,6.621875,5.006006,0.015416,0.76,8.947368421052632,6.8,6.052631578947368,0.05263157894736842,0.04,0.0,0.0,8.947368421052632,0.05263157894736842,6.621875,5.006006006006006,0.0390625,0.042042042042042045,6.068859198355601,0.06367485182049111
2019,Lance Kendricks,TE,31,75,250,0,0,0,3,50,0,7,10,50,0,Chargers,LAC,337.0,345.0,5879.0,597.0,4426.0,24.0,366.0,1453.0,12.0,349.0,31.0,0.5283,0.057323,7.413735,3.969945,0.032191,0.42857142857142855,16.666666666666668,7.142857142857143,3.3333333333333335,0.0,0.0,0.0,0.0,16.666666666666668,0.0,7.413735343383585,3.969945355191257,0.04020100502512563,0.03278688524590164,6.104880581516095,0.05732267392413676
2015,Lance Moore,WR,32,69,187,0,0,0,29,337,4,43,68,337,4,Lions,DET,358.0,400.0,5547.0,632.0,4212.0,33.0,354.0,1335.0,7.0,337.0,24.0,0.6939,0.064539,6.664557,3.771186,0.024341,0.6744186046511628,11.620689655172415,7.837209302325581,2.3448275862068964,0.13793103448275862,0.09302325581395349,0.0,0.0,11.620689655172415,0.13793103448275862,6.6645569620253164,3.7711864406779663,0.05221518987341772,0.01977401129943503,5.625760649087221,0.06453939066161889
2016,Laquon Treadwell,WR,21,74,215,0,0,0,1,15,0,3,0,15,0,Vikings,MIN,327.0,307.0,5041.0,588.0,3836.0,20.0,380.0,1205.0,9.0,303.0,16.0,0.46,0.064868,6.52381,3.171053,0.016529,0.3333333333333333,15.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.523809523809524,3.1710526315789473,0.034013605442176874,0.02368421052631579,5.207644628099174,0.06486808172981551
2017,Laquon Treadwell,WR,22,74,215,0,0,0,20,200,0,35,55,200,0,Vikings,MIN,382.0,252.0,5710.0,527.0,3753.0,25.0,501.0,1957.0,15.0,334.0,14.0,0.5556,0.0669,7.121442,3.906188,0.013619,0.5714285714285714,10.0,5.714285714285714,2.75,0.0,0.0,0.0,0.0,10.0,0.0,7.121442125237191,3.906187624750499,0.04743833017077799,0.029940119760479042,5.554474708171206,0.06690017513134851
2018,Laquon Treadwell,WR,23,74,215,0,0,0,35,302,1,53,116,302,1,Vikings,MIN,360.0,341.0,5529.0,606.0,4036.0,30.0,357.0,1493.0,9.0,310.0,20.0,0.54,0.065111,6.660066,4.182073,0.020768,0.660377358490566,8.628571428571428,5.69811320754717,3.3142857142857145,0.02857142857142857,0.018867924528301886,0.0,0.0,8.628571428571428,0.02857142857142857,6.66006600660066,4.182072829131653,0.04950495049504951,0.025210084033613446,5.741433021806854,0.06511123168746609
2019,Laquon Treadwell,WR,24,74,215,0,0,0,9,184,1,16,60,184,1,Vikings,MIN,407.0,303.0,5656.0,466.0,3523.0,26.0,476.0,2133.0,19.0,314.0,20.0,0.6065999999999999,0.071959,7.560086,4.481092,0.021231,0.5625,20.444444444444443,11.5,6.666666666666667,0.1111111111111111,0.0625,0.0,0.0,20.444444444444443,0.1111111111111111,7.560085836909871,4.48109243697479,0.055793991416309016,0.03991596638655462,6.004246284501062,0.07195898161244696
2020,Laquon Treadwell,WR,25,74,215,0,0,0,6,49,2,7,14,49,2,Falcons,ATL,396.0,414.0,5895.0,628.0,4363.0,27.0,409.0,1532.0,13.0,366.0,18.0,0.5345,0.067176,6.947452,3.745721,0.017358,0.8571428571428571,8.166666666666666,7.0,2.3333333333333335,0.3333333333333333,0.2857142857142857,0.0,0.0,8.166666666666666,0.3333333333333333,6.947452229299363,3.745721271393643,0.042993630573248405,0.03178484107579462,5.68466730954677,0.06717557251908397
2021,Laquon Treadwell,WR,26,74,215,0,0,0,33,434,1,51,122,434,1,Jaguars,JAX,253.0,457.0,5191.0,604.0,3436.0,12.0,392.0,1755.0,13.0,304.0,29.0,0.5128,0.048738,5.688742,4.477041,0.029116,0.6470588235294118,13.151515151515152,8.509803921568627,3.696969696969697,0.030303030303030304,0.0196078431372549,0.0,0.0,13.151515151515152,0.030303030303030304,5.688741721854305,4.4770408163265305,0.019867549668874173,0.03316326530612245,5.211847389558233,0.04873820073203622
2022,Laquon Treadwell,WR,27,74,215,0,0,0,6,42,0,10,11,42,0,Seahawks,SEA,407.0,401.0,5976.0,573.0,3934.0,30.0,425.0,2042.0,12.0,346.0,23.0,0.4828,0.068106,6.86562,4.804706,0.023046,0.6,7.0,4.2,1.8333333333333333,0.0,0.0,0.0,0.0,7.0,0.0,6.865619546247818,4.804705882352941,0.05235602094240838,0.02823529411764706,5.987975951903808,0.06810575635876841
2023,Laquon Treadwell,WR,28,74,215,0,0,0,1,16,0,3,0,16,0,Ravens,BAL,483.0,280.0,6296.0,494.0,3635.0,27.0,541.0,2661.0,26.0,359.0,19.0,0.6215999999999999,0.076715,7.3583,4.918669,0.018357,0.3333333333333333,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,16.0,0.0,7.3582995951417,4.918669131238447,0.05465587044534413,0.04805914972273567,6.0830917874396135,0.076715374841169
2015,Larry Donnell,TE,27,78,265,0,0,0,29,223,2,41,89,223,2,Giants,NYG,420.0,442.0,5952.0,623.0,4343.0,36.0,403.0,1609.0,5.0,331.0,21.0,0.44439999999999996,0.070565,6.971108,3.992556,0.020468,0.7073170731707317,7.689655172413793,5.439024390243903,3.0689655172413794,0.06896551724137931,0.04878048780487805,0.0,0.0,7.689655172413793,0.06896551724137931,6.971107544141252,3.9925558312655087,0.05778491171749599,0.01240694789081886,5.8011695906432745,0.07056451612903226
2016,Larry Donnell,TE,28,78,265,0,0,0,15,92,1,22,41,92,1,Giants,NYG,310.0,284.0,5291.0,598.0,3879.0,26.0,398.0,1412.0,6.0,289.0,27.0,0.5111,0.05859,6.486622,3.547739,0.027108,0.6818181818181818,6.133333333333334,4.181818181818182,2.7333333333333334,0.06666666666666667,0.045454545454545456,0.0,0.0,6.133333333333334,0.06666666666666667,6.486622073578595,3.5477386934673367,0.043478260869565216,0.01507537688442211,5.312248995983936,0.05859005859005859
2015,Larry Fitzgerald,WR,32,75,218,0,0,0,109,1215,9,145,472,1215,9,Cardinals,ARZ,489.0,313.0,6533.0,562.0,4616.0,35.0,452.0,1917.0,16.0,373.0,24.0,0.6,0.074851,8.213523,4.24115,0.023669,0.7517241379310344,11.146788990825687,8.379310344827585,4.330275229357798,0.08256880733944955,0.06206896551724138,0.0,0.0,11.146788990825687,0.08256880733944955,8.213523131672599,4.241150442477876,0.06227758007117438,0.035398230088495575,6.442800788954635,0.07485075769171896
2016,Larry Fitzgerald,WR,33,75,218,5,2,0,107,1023,6,150,364,1028,6,Cardinals,ARI,418.0,362.0,5868.0,646.0,4136.0,28.0,399.0,1732.0,20.0,368.0,28.0,0.6481,0.071234,6.402477,4.340852,0.026794,0.7133333333333334,9.560747663551401,6.82,3.4018691588785046,0.056074766355140186,0.04,2.5,0.0,9.431192660550458,0.05504587155963303,6.402476780185759,4.340852130325815,0.043343653250773995,0.05012531328320802,5.615311004784689,0.07123381049761418
2017,Larry Fitzgerald,WR,34,75,218,0,0,0,109,1156,6,162,424,1156,6,Cardinals,ARI,295.0,361.0,5026.0,598.0,3640.0,21.0,409.0,1386.0,6.0,310.0,25.0,0.4167,0.058695,6.086957,3.388753,0.024826,0.6728395061728395,10.605504587155963,7.135802469135802,3.889908256880734,0.05504587155963303,0.037037037037037035,0.0,0.0,10.605504587155963,0.05504587155963303,6.086956521739131,3.388753056234719,0.03511705685618729,0.014669926650366748,4.991062562065541,0.05869478710704337
2018,Larry Fitzgerald,WR,35,75,218,0,0,0,69,734,6,112,216,734,6,Cardinals,ARI,225.0,425.0,3865.0,495.0,2523.0,15.0,355.0,1342.0,9.0,239.0,28.0,0.6429,0.058215,5.09697,3.780282,0.032941,0.6160714285714286,10.63768115942029,6.553571428571429,3.130434782608696,0.08695652173913043,0.05357142857142857,0.0,0.0,10.63768115942029,0.08695652173913043,5.096969696969697,3.780281690140845,0.030303030303030304,0.02535211267605634,4.547058823529412,0.05821474773609314
2019,Larry Fitzgerald,WR,36,75,218,0,0,0,75,804,4,109,358,804,4,Cardinals,ARI,361.0,442.0,5467.0,554.0,3477.0,20.0,396.0,1990.0,18.0,314.0,18.0,0.45280000000000004,0.066033,6.276173,5.025253,0.018947,0.6880733944954128,10.72,7.376146788990826,4.773333333333333,0.05333333333333334,0.03669724770642202,0.0,0.0,10.72,0.05333333333333334,6.276173285198556,5.025252525252525,0.036101083032490974,0.045454545454545456,5.754736842105263,0.06603255899030547
2020,Larry Fitzgerald,WR,37,75,218,0,0,0,54,409,1,72,178,409,1,Cardinals,ARI,410.0,367.0,6153.0,575.0,3916.0,27.0,479.0,2237.0,22.0,381.0,21.0,0.6552,0.066634,6.810435,4.670146,0.019924,0.75,7.574074074074074,5.680555555555555,3.2962962962962963,0.018518518518518517,0.013888888888888888,0.0,0.0,7.574074074074074,0.018518518518518517,6.810434782608696,4.670146137787056,0.04695652173913043,0.04592901878914405,5.837760910815939,0.06663416219730213
2015,Latavius Murray,RB,25,75,230,1066,266,6,41,232,0,53,252,1298,6,Raiders,OAK,359.0,399.0,5336.0,605.0,3879.0,34.0,370.0,1457.0,7.0,300.0,24.0,0.6098,0.067279,6.41157,3.937838,0.024615,0.7735849056603774,5.658536585365853,4.377358490566038,6.146341463414634,0.0,0.0,4.007518796992481,0.022556390977443608,4.228013029315961,0.019543973941368076,6.411570247933884,3.937837837837838,0.05619834710743802,0.01891891891891892,5.472820512820513,0.06727886056971515
2016,Latavius Murray,RB,26,75,230,788,195,12,33,264,0,42,287,1052,12,Raiders,OAK,416.0,385.0,5973.0,596.0,4051.0,29.0,434.0,1922.0,17.0,334.0,14.0,0.5861999999999999,0.069647,6.79698,4.428571,0.013592,0.7857142857142857,8.0,6.285714285714286,8.696969696969697,0.0,0.0,4.041025641025641,0.06153846153846154,4.614035087719298,0.05263157894736842,6.796979865771812,4.428571428571429,0.04865771812080537,0.03917050691244239,5.7990291262135925,0.06964674367989285
2017,Latavius Murray,RB,27,75,230,842,216,8,15,103,0,17,130,945,8,Vikings,MIN,382.0,252.0,5710.0,527.0,3753.0,25.0,501.0,1957.0,15.0,334.0,14.0,0.5556,0.0669,7.121442,3.906188,0.013619,0.8823529411764706,6.866666666666666,6.0588235294117645,8.666666666666666,0.0,0.0,3.8981481481481484,0.037037037037037035,4.090909090909091,0.03463203463203463,7.121442125237191,3.906187624750499,0.04743833017077799,0.029940119760479042,5.554474708171206,0.06690017513134851
2018,Latavius Murray,RB,28,75,230,578,140,6,22,141,0,26,120,719,6,Vikings,MIN,360.0,341.0,5529.0,606.0,4036.0,30.0,357.0,1493.0,9.0,310.0,20.0,0.54,0.065111,6.660066,4.182073,0.020768,0.8461538461538461,6.409090909090909,5.423076923076923,5.454545454545454,0.0,0.0,4.128571428571429,0.04285714285714286,4.438271604938271,0.037037037037037035,6.66006600660066,4.182072829131653,0.04950495049504951,0.025210084033613446,5.741433021806854,0.06511123168746609
2019,Latavius Murray,RB,29,75,230,637,146,5,34,235,1,43,288,872,6,Saints,NO,458.0,341.0,5982.0,581.0,4244.0,36.0,405.0,1738.0,12.0,347.0,8.0,0.5932,0.076563,7.304647,4.291358,0.008114,0.7906976744186046,6.911764705882353,5.465116279069767,8.470588235294118,0.029411764705882353,0.023255813953488372,4.363013698630137,0.03424657534246575,4.844444444444444,0.03333333333333333,7.304647160068847,4.291358024691358,0.06196213425129088,0.02962962962962963,6.0669371196754565,0.07656302240053493
2020,Latavius Murray,RB,30,75,230,656,146,4,23,176,1,26,200,832,5,Saints,NO,482.0,337.0,6023.0,522.0,3758.0,28.0,494.0,2265.0,30.0,367.0,17.0,0.7162000000000001,0.080027,7.199234,4.58502,0.016732,0.8846153846153846,7.6521739130434785,6.769230769230769,8.695652173913043,0.043478260869565216,0.038461538461538464,4.493150684931507,0.0273972602739726,4.923076923076923,0.029585798816568046,7.199233716475096,4.58502024291498,0.05363984674329502,0.06072874493927125,5.928149606299213,0.08002656483479993
2021,Latavius Murray,RB,31,75,230,501,119,6,10,75,0,13,71,576,6,Ravens,BAL,387.0,392.0,6440.0,611.0,3961.0,21.0,517.0,2479.0,18.0,394.0,26.0,0.6071,0.060093,6.482815,4.794971,0.02305,0.7692307692307693,7.5,5.769230769230769,7.1,0.0,0.0,4.2100840336134455,0.05042016806722689,4.465116279069767,0.046511627906976744,6.482815057283142,4.794970986460348,0.03436988543371522,0.03481624758220503,5.709219858156028,0.060093167701863355
2022,Latavius Murray,RB,32,75,230,760,171,6,27,132,0,35,188,892,6,Broncos,DEN,287.0,359.0,5527.0,571.0,3592.0,18.0,444.0,1935.0,11.0,300.0,24.0,0.5556,0.051927,6.290718,4.358108,0.023645,0.7714285714285715,4.888888888888889,3.7714285714285714,6.962962962962963,0.0,0.0,4.444444444444445,0.03508771929824561,4.505050505050505,0.030303030303030304,6.2907180385288965,4.358108108108108,0.03152364273204904,0.024774774774774775,5.445320197044335,0.051926904288040525
2023,Latavius Murray,RB,33,75,230,300,79,4,17,119,0,22,92,419,4,Bills,BUF,451.0,311.0,6366.0,579.0,4154.0,29.0,512.0,2212.0,22.0,381.0,28.0,0.6389,0.070845,7.174439,4.320313,0.025665,0.7727272727272727,7.0,5.409090909090909,5.411764705882353,0.0,0.0,3.7974683544303796,0.05063291139240506,4.364583333333333,0.041666666666666664,7.174438687392056,4.3203125,0.05008635578583765,0.04296875,5.835013748854262,0.07084511467169337
