Year,Name,Position,Age,Height (in),Weight (lbs),RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate
2020,Kalen Ballage,RB,25,74,230,303,91,3,29,166,0,37,224,469,3,Chargers,LAC,384,426,6113,627,4329,31,466,1784,12,373,16,57.14%,0.062817,6.904306,3.828326,0.014639
2021,Kalen Ballage,RB,26,74,230,36,12,0,2,8,0,7,10,44,0,Steelers,PIT,343,398,5361,664,3778,23,411,1583,10,323,20,54.72%,0.063981,5.689759,3.851582,0.018605
2016,Kalif Raymond,WR,23,69,160,0,0,0,0,0,0,2,0,0,0,Broncos,DEN,333,297,5169,570,3685,20,410,1484,11,290,25,46.81%,0.064423,6.464912,3.619512,0.02551
2017,Kalif Raymond,WR,24,69,160,-1,1,0,1,12,0,1,7,11,0,Giants,NYG,246,388,5028,608,3479,20,394,1549,6,271,22,48.72%,0.048926,5.722039,3.931472,0.021956
2019,Kalif Raymond,WR,25,68,182,-5,1,0,9,170,1,12,19,165,1,Titans,TEN,402,331,5805,448,3582,29,445,2223,21,317,17,77.36%,0.069251,7.995536,4.995506,0.019037
2020,Kalif Raymond,WR,26,68,182,-3,1,0,9,187,0,15,36,184,0,Titans,TEN,491,439,6343,485,3653,33,521,2690,26,381,12,74.24%,0.077408,7.531959,5.163148,0.011928
2021,Kalif Raymond,WR,27,68,182,28,4,0,48,576,4,71,262,604,4,Lions,DET,325,467,5484,593,3598,23,427,1886,12,329,23,46.67%,0.059263,6.067454,4.416862,0.022549
2022,Kalif Raymond,WR,28,68,182,36,7,0,47,616,0,64,218,652,0,Lions,DET,453,427,6460,588,4281,29,480,2179,23,376,15,66.18%,0.070124,7.280612,4.539583,0.014045
2023,Kalif Raymond,WR,29,68,182,75,7,0,35,489,1,44,214,564,1,Lions,DET,461,395,6712,606,4401,30,500,2311,27,375,23,66.67%,0.068683,7.262376,4.622,0.020796
2015,Kamar Aiken,WR,26,74,215,0,0,0,75,944,5,127,225,944,5,Ravens,BLT,328,401,5749,676,4271,21,383,1478,8,323,28,48.94%,0.057053,6.318047,3.859008,0.02644
2016,Kamar Aiken,WR,27,74,215,0,0,0,29,328,1,50,106,328,1,Ravens,BAL,343,321,5563,679,4100,20,367,1463,10,316,23,52.17%,0.061657,6.038292,3.986376,0.021989
2017,Kamar Aiken,WR,28,74,216,0,0,0,15,133,0,43,44,133,0,Colts,IND,263,404,4553,487,2892,13,451,1661,11,267,15,40.00%,0.057764,5.938398,3.682927,0.015991
2018,Kamar Aiken,WR,29,74,216,0,0,0,6,53,0,7,14,53,0,Eagles,PHI,367,348,5845,599,4275,29,398,1570,12,346,23,59.02%,0.062789,7.136895,3.944724,0.023069
2016,Kapri Bibbs,RB,23,71,203,129,29,0,2,75,1,4,83,204,1,Broncos,DEN,333,297,5169,570,3685,20,410,1484,11,290,25,46.81%,0.064423,6.464912,3.619512,0.02551
2017,Kapri Bibbs,RB,24,71,203,79,21,0,14,128,1,17,131,207,1,Commanders,WAS,342,388,5199,540,3751,27,401,1448,10,278,27,54.35%,0.065782,6.82,3.610973,0.028693
2018,Kapri Bibbs,RB,25,70,203,103,21,3,16,115,1,23,108,218,4,Packers,GB,376,400,5905,640,4238,25,333,1667,14,332,15,61.70%,0.063675,6.621875,5.006006,0.015416
2017,Kareem Hunt,RB,22,70,208,1327,272,8,53,455,3,63,410,1782,11,Chiefs,KC,415,339,6007,543,4104,26,405,1903,12,322,11,45.28%,0.069086,7.558011,4.698765,0.011603
2018,Kareem Hunt,RB,23,71,216,824,181,7,26,378,7,35,350,1202,14,Chiefs,KC,565,421,6810,583,4955,50,387,1855,16,384,18,73.08%,0.082966,8.499142,4.793282,0.018557
2019,Kareem Hunt,RB,24,71,216,179,43,2,37,285,1,44,281,464,3,Browns,CLE,335,393,5455,539,3554,22,393,1901,15,305,28,58.00%,0.061412,6.593692,4.83715,0.030043
2020,Kareem Hunt,RB,25,71,216,841,198,6,38,304,5,51,286,1145,11,Browns,CLE,408,419,5913,501,3539,27,495,2374,21,355,16,73.33%,0.069001,7.063872,4.79596,0.016064
2021,Kareem Hunt,RB,26,71,216,386,78,5,22,174,0,27,174,560,5,Browns,CLE,349,371,5791,520,3320,21,485,2471,20,342,22,62.00%,0.060266,6.384615,5.094845,0.021891
2022,Kareem Hunt,RB,27,71,216,468,123,3,35,210,1,44,235,678,4,Browns,CLE,361,381,5934,540,3444,19,532,2490,19,350,21,53.57%,0.060836,6.377778,4.680451,0.01959
2023,Kareem Hunt,RB,28,71,216,411,135,9,15,84,0,21,98,495,9,Browns,CLE,396,362,5710,624,3693,24,518,2017,15,325,37,57.69%,0.069352,5.918269,3.893822,0.032399
2015,Karlos Williams,RB,22,73,230,517,93,7,11,96,2,14,50,613,9,Bills,BUF,379,359,5775,465,3343,23,509,2432,19,297,19,50.00%,0.065628,7.189247,4.777996,0.019507
2020,Ke'Shawn Vaughn,RB,23,70,215,109,26,0,5,34,1,10,24,143,1,Buccaneers,TB,492,355,6145,626,4626,42,369,1519,16,364,17,64.56%,0.080065,7.389776,4.116531,0.017085
2021,Ke'Shawn Vaughn,RB,24,70,215,180,36,2,4,26,0,8,14,206,2,Buccaneers,TB,511,353,6901,731,5229,43,385,1672,18,404,19,65.79%,0.074047,7.153215,4.342857,0.017025
2022,Ke'Shawn Vaughn,RB,25,70,215,53,17,0,3,19,0,4,29,72,0,Buccaneers,TB,313,358,5894,751,4586,26,386,1308,5,346,22,50.94%,0.053105,6.106525,3.388601,0.019349
2023,Ke'Shawn Vaughn,RB,26,70,215,42,24,0,2,2,0,5,1,44,0,Patriots,NE,236,366,4696,557,3069,16,415,1627,9,261,29,58.33%,0.050256,5.509874,3.920482,0.029835
2022,Keaontay Ingram,RB,23,72,215,60,27,1,4,21,0,5,32,81,1,Cardinals,ARI,340,449,5499,664,3626,17,434,1873,15,326,25,56.82%,0.061829,5.460843,4.315668,0.022769
2023,Keaontay Ingram,RB,24,72,215,74,35,0,4,26,0,4,31,100,0,Chiefs,KC,371,294,5973,635,4189,28,417,1784,9,350,28,51.25%,0.062113,6.59685,4.278177,0.026616
2017,Keelan Cole,WR,24,73,194,0,0,0,42,748,3,81,297,748,3,Jaguars,JAX,417,268,5855,527,3593,21,527,2262,18,332,23,68.97%,0.071221,6.817837,4.29222,0.021822
2018,Keelan Cole,WR,25,73,194,0,0,0,38,491,1,70,142,491,1,Jaguars,JAX,245,316,4832,536,3109,15,416,1723,7,277,29,44.12%,0.050704,5.800373,4.141827,0.030462
2019,Keelan Cole,WR,26,73,194,6,1,0,24,361,3,35,104,367,3,Jaguars,JAX,300,397,5468,589,3760,24,389,1708,3,298,20,40.43%,0.054865,6.383701,4.390746,0.02045
2020,Keelan Cole,WR,27,73,194,2,1,0,55,642,5,88,182,644,5,Jaguars,JAX,306,492,5218,616,3699,25,337,1519,9,310,25,60.00%,0.058643,6.00487,4.507418,0.026233
2021,Keelan Cole,WR,28,73,194,0,0,0,28,449,1,51,85,449,1,Jets,NYJ,310,504,5208,603,3541,20,380,1667,14,310,27,54.90%,0.059524,5.872305,4.386842,0.027467
2022,Keelan Cole,WR,29,73,194,0,0,0,10,141,1,21,20,141,1,Raiders,LV,395,418,5993,586,3934,28,428,2059,12,343,21,48.94%,0.06591,6.713311,4.810748,0.02071
2015,Keenan Allen,WR,23,74,211,0,0,0,67,725,4,89,261,725,4,Chargers,SD,320,398,5949,667,4591,30,393,1358,4,344,24,63.64%,0.053791,6.883058,3.455471,0.022642
2016,Keenan Allen,WR,24,74,211,0,0,0,6,63,0,7,22,63,0,Chargers,SD,410,423,5708,580,4198,33,398,1510,10,340,35,51.61%,0.071829,7.237931,3.79397,0.035787
2017,Keenan Allen,WR,25,74,211,9,2,0,102,1393,6,159,518,1402,6,Chargers,LAC,355,272,6026,583,4431,28,419,1595,10,337,15,46.81%,0.058911,7.600343,3.806683,0.01497
2018,Keenan Allen,WR,26,74,211,75,9,0,97,1196,6,136,410,1271,6,Chargers,LAC,428,329,5962,512,4089,32,399,1873,16,338,19,64.41%,0.071788,7.986328,4.694236,0.020856
2019,Keenan Allen,WR,27,74,211,16,3,0,104,1199,6,149,368,1215,6,Chargers,LAC,337,345,5879,597,4426,24,366,1453,12,349,31,52.83%,0.057323,7.413735,3.969945,0.032191
2020,Keenan Allen,WR,28,74,211,-1,1,0,100,992,8,147,451,991,8,Chargers,LAC,384,426,6113,627,4329,31,466,1784,12,373,16,57.14%,0.062817,6.904306,3.828326,0.014639
2021,Keenan Allen,WR,29,74,211,0,0,0,106,1138,6,157,340,1138,6,Chargers,LAC,474,459,6634,674,4800,38,423,1834,18,401,22,64.00%,0.07145,7.121662,4.335697,0.020055
2022,Keenan Allen,WR,30,74,211,8,1,0,66,752,4,89,257,760,4,Chargers,LAC,391,384,6108,711,4584,26,404,1524,15,352,19,54.55%,0.064014,6.447257,3.772277,0.01704
2023,Keenan Allen,WR,31,74,211,6,2,0,108,1243,7,150,396,1249,7,Chargers,LAC,346,398,5599,632,3957,24,431,1642,11,319,21,57.45%,0.061797,6.261076,3.809745,0.019755
2019,KeeSean Johnson,WR,23,73,199,3,1,0,21,187,1,42,42,190,1,Cardinals,ARI,361,442,5467,554,3477,20,396,1990,18,314,18,45.28%,0.066033,6.276173,5.025253,0.018947
2020,KeeSean Johnson,WR,24,73,199,0,0,0,15,173,0,23,51,173,0,Cardinals,ARI,410,367,6153,575,3916,27,479,2237,22,381,21,65.52%,0.066634,6.810435,4.670146,0.019924
2018,Keith Kirkwood,WR,24,75,220,0,0,0,13,209,2,21,48,209,2,Saints,NO,504,353,6067,519,4042,33,471,2025,26,377,16,68.42%,0.083072,7.788054,4.299363,0.016162
2020,Keith Kirkwood,WR,25,75,210,0,0,0,1,13,0,2,8,13,0,Panthers,CAR,350,402,5592,550,3888,16,407,1704,19,335,21,50.88%,0.062589,7.069091,4.186732,0.021944
2021,Keith Kirkwood,WR,26,75,210,0,0,0,3,17,0,7,16,17,0,Panthers,CAR,304,404,5081,599,3239,14,455,1842,17,322,29,53.19%,0.059831,5.407346,4.048352,0.027514
2022,Keith Kirkwood,WR,27,75,210,0,0,0,2,18,0,4,4,18,0,Saints,NO,330,345,5674,512,3692,24,465,1982,12,305,25,52.08%,0.05816,7.210938,4.262366,0.025589
2023,Keith Kirkwood,WR,28,75,210,0,0,0,5,37,1,9,1,37,1,Saints,NO,402,327,5732,606,3990,28,480,1742,13,337,18,53.33%,0.070133,6.584158,3.629167,0.016575
2018,Keke Coutee,WR,21,71,180,0,3,0,28,287,1,41,211,287,1,Texans,HOU,402,316,5802,506,3781,26,472,2021,12,333,16,50.00%,0.069286,7.472332,4.28178,0.01636
2019,Keke Coutee,WR,22,71,180,14,2,1,22,254,0,36,137,268,1,Texans,HOU,378,385,5792,534,3783,27,434,2009,17,346,22,62.71%,0.065262,7.08427,4.629032,0.022727
2020,Keke Coutee,WR,23,71,180,0,0,0,33,400,3,40,153,400,3,Texans,HOU,384,464,6004,546,4538,33,344,1466,10,326,18,54.00%,0.063957,8.311355,4.261628,0.020225
2021,Keke Coutee,WR,24,71,180,0,0,0,1,5,0,1,0,5,0,Colts,IND,451,365,5901,521,3361,27,499,2540,22,354,19,56.25%,0.076428,6.451056,5.09018,0.018627
2022,Keke Coutee,WR,25,71,180,0,0,0,1,20,0,1,8,20,0,Colts,IND,289,427,5298,604,3432,17,439,1866,8,310,34,45.83%,0.054549,5.682119,4.250569,0.032598
2015,Kellen Davis,TE,30,79,265,0,0,0,3,18,1,11,11,18,1,Jets,NYJ,387,314,5925,604,4057,33,448,1868,11,329,24,66.04%,0.065316,6.716887,4.169643,0.022814
2016,Kellen Davis,TE,31,79,265,0,0,0,0,0,0,1,0,0,0,Jets,NYJ,275,409,5268,550,3466,16,418,1802,10,291,34,35.19%,0.052202,6.301818,4.311005,0.035124
2016,Kelvin Benjamin,WR,25,77,245,0,0,0,63,941,7,118,253,941,7,Panthers,CAR,369,402,5499,563,3685,21,453,1814,16,318,29,59.18%,0.067103,6.545293,4.004415,0.028543
2017,Kelvin Benjamin,WR,26,77,245,0,0,0,48,692,3,78,146,692,3,Bills,BUF,302,359,4842,476,2825,16,487,2017,12,278,16,51.11%,0.062371,5.934874,4.141684,0.016615
2018,Kelvin Benjamin,WR,27,77,245,0,0,0,25,380,1,67,61,380,1,Chiefs,KC,565,421,6810,583,4955,50,387,1855,16,384,18,73.08%,0.082966,8.499142,4.793282,0.018557
2020,Kendall Hinton,WR,23,72,195,7,2,0,0,0,0,0,0,7,0,Broncos,DEN,323,446,5369,556,3451,21,442,1918,13,308,32,53.33%,0.06016,6.206835,4.339367,0.032064
2021,Kendall Hinton,WR,24,72,195,0,0,0,15,175,1,23,57,175,1,Broncos,DEN,335,322,5618,541,3593,20,455,2025,16,331,18,54.72%,0.05963,6.641405,4.450549,0.018072
2022,Kendall Hinton,WR,25,72,195,13,2,0,24,311,0,33,139,324,0,Broncos,DEN,287,359,5527,571,3592,18,444,1935,11,300,24,55.56%,0.051927,6.290718,4.358108,0.023645
2015,Kendall Wright,WR,26,70,191,17,5,0,36,408,3,61,160,425,3,Titans,TEN,299,423,4988,551,3503,25,371,1485,10,298,33,65.00%,0.059944,6.357532,4.002695,0.035792
2016,Kendall Wright,WR,27,70,191,15,1,0,29,416,3,43,125,431,3,Titans,TEN,381,378,5728,504,3541,29,476,2187,16,322,18,72.00%,0.066515,7.025794,4.594538,0.018367
2017,Kendall Wright,WR,28,70,185,0,0,0,59,614,1,91,210,614,1,Bears,CHI,264,320,4599,473,2811,13,422,1788,13,267,22,60.61%,0.057404,5.942918,4.236967,0.024581
2017,Kendrick Bourne,WR,22,73,203,0,0,0,16,257,0,35,115,257,0,49ers,SF,331,383,5589,607,3925,15,408,1664,15,321,23,47.06%,0.059223,6.466227,4.078431,0.02266
2018,Kendrick Bourne,WR,23,73,203,0,0,0,42,487,4,67,153,487,4,49ers,SF,342,435,5769,532,3867,26,423,1902,7,344,32,41.18%,0.059282,7.268797,4.496454,0.033508
2019,Kendrick Bourne,WR,24,73,203,0,0,0,30,358,5,44,117,358,5,49ers,SF,479,310,6097,478,3792,28,498,2305,23,336,23,55.56%,0.078563,7.933054,4.628514,0.023566
2020,Kendrick Bourne,WR,25,73,203,0,0,0,49,667,2,74,222,667,2,49ers,SF,376,390,5922,570,4033,25,437,1889,19,350,31,67.27%,0.063492,7.075439,4.322654,0.030785
2021,Kendrick Bourne,WR,26,73,203,125,12,0,55,800,5,70,385,925,5,Patriots,NE,462,303,6008,535,3857,24,489,2151,24,362,23,63.08%,0.076897,7.209346,4.398773,0.022461
2022,Kendrick Bourne,WR,27,73,203,39,6,0,35,434,1,48,145,473,1,Patriots,NE,364,347,5348,540,3536,19,425,1812,12,288,23,42.22%,0.068063,6.548148,4.263529,0.023834
2023,Kendrick Bourne,WR,28,73,203,4,1,0,37,406,4,55,203,410,4,Patriots,NE,236,366,4696,557,3069,16,415,1627,9,261,29,58.33%,0.050256,5.509874,3.920482,0.029835
2021,Kene Nwangwu,RB,23,73,205,61,13,0,4,9,0,5,19,70,0,Vikings,MIN,425,426,6168,604,4238,34,449,1930,10,332,13,62.26%,0.068904,7.016556,4.298441,0.012346
2022,Kene Nwangwu,RB,24,73,205,14,9,0,2,21,0,2,21,35,0,Vikings,MIN,424,427,6145,672,4484,30,404,1661,18,382,23,63.24%,0.068999,6.672619,4.111386,0.021375
2023,Kene Nwangwu,RB,25,73,205,13,5,0,0,0,0,0,0,13,0,Vikings,MIN,344,362,5912,631,4359,30,393,1553,7,340,34,47.06%,0.058187,6.908082,3.951654,0.033203
2015,Kenjon Barner,RB,26,69,195,124,28,0,9,22,0,12,47,146,0,Eagles,PHI,377,430,5830,623,4087,23,442,1743,15,339,31,55.81%,0.064666,6.560193,3.943439,0.029108
2016,Kenjon Barner,RB,27,69,185,129,27,2,5,42,0,11,49,171,2,Eagles,PHI,367,331,5398,609,3585,16,438,1813,16,333,20,49.09%,0.067988,5.8867,4.139269,0.019102
2017,Kenjon Barner,RB,28,69,185,57,16,1,5,56,0,8,54,113,1,Eagles,PHI,457,295,5852,564,3737,38,473,2115,9,338,20,64.06%,0.078093,6.625887,4.471459,0.019286
2018,Kenjon Barner,RB,29,69,195,71,19,0,1,3,0,1,1,74,0,Panthers,CAR,376,382,5972,563,3836,28,416,2136,17,356,22,62.07%,0.06296,6.813499,5.134615,0.022472
2019,Kenjon Barner,RB,30,69,195,28,4,0,6,22,0,8,24,50,0,Falcons,ATL,381,399,6075,684,4714,29,362,1361,10,383,25,51.67%,0.062716,6.891813,3.759669,0.023901
2020,Kenjon Barner,RB,31,69,195,0,0,0,0,0,0,1,0,0,0,Buccaneers,TB,492,355,6145,626,4626,42,369,1519,16,364,17,64.56%,0.080065,7.389776,4.116531,0.017085
2021,Kenjon Barner,RB,32,69,195,0,4,0,0,0,0,0,0,0,0,Buccaneers,TB,511,353,6901,731,5229,43,385,1672,18,404,19,65.79%,0.074047,7.153215,4.342857,0.017025
2016,Kenneth Dixon,RB,22,70,212,382,88,2,30,162,1,41,192,544,3,Ravens,BAL,343,321,5563,679,4100,20,367,1463,10,316,23,52.17%,0.061657,6.038292,3.986376,0.021989
2018,Kenneth Dixon,RB,24,70,212,333,60,2,6,51,0,7,55,384,2,Ravens,BAL,389,287,5999,556,3558,18,547,2441,19,367,20,55.74%,0.064844,6.399281,4.462523,0.018132
2021,Kenneth Gainwell,RB,22,69,191,291,68,5,33,253,1,50,226,544,6,Eagles,PHI,444,385,6119,494,3404,20,550,2715,25,352,16,62.90%,0.072561,6.890688,4.936364,0.015326
2022,Kenneth Gainwell,RB,23,69,191,240,53,4,23,169,0,29,146,409,4,Eagles,PHI,477,344,6614,536,4105,25,544,2509,32,385,19,68.00%,0.07212,7.658582,4.612132,0.017593
2023,Kenneth Gainwell,RB,24,69,191,364,84,2,30,183,0,37,175,547,2,Eagles,PHI,433,428,6024,563,3834,24,510,2190,22,377,28,59.68%,0.071879,6.809947,4.294118,0.026095
2022,Kenneth Walker III,RB,22,69,211,1050,228,9,27,165,0,35,221,1215,9,Seahawks,SEA,407,401,5976,573,3934,30,425,2042,12,346,23,48.28%,0.068106,6.86562,4.804706,0.023046
2023,Kenneth Walker III,RB,23,69,211,905,219,8,29,259,1,37,317,1164,9,Seahawks,SEA,364,402,5490,575,3910,23,382,1580,11,317,17,48.15%,0.066302,6.8,4.136126,0.017764
2015,Kenny Britt,WR,27,75,223,0,0,0,36,681,3,72,120,681,3,Rams,SL,280,330,4761,473,2805,11,429,1956,16,241,21,52.78%,0.058811,5.930233,4.559441,0.023282
2016,Kenny Britt,WR,28,75,223,0,0,0,68,1002,5,111,320,1002,5,Rams,LA,224,394,4203,536,2951,14,375,1252,9,245,29,47.06%,0.053295,5.505597,3.338667,0.031833
2017,Kenny Britt,WR,29,75,223,0,0,0,20,256,2,42,84,256,2,Patriots,NE,458,296,6307,587,4418,32,448,1889,16,389,12,62.65%,0.072618,7.526405,4.216518,0.011594
2017,Kenny Golladay,WR,24,76,213,9,1,0,28,477,3,48,189,486,3,Lions,DET,410,376,5404,570,4183,29,363,1221,10,296,22,56.52%,0.07587,7.338596,3.363636,0.02358
2018,Kenny Golladay,WR,25,76,213,8,1,0,70,1063,5,119,365,1071,5,Lions,DET,324,360,5236,574,3576,22,404,1660,11,325,19,53.06%,0.061879,6.229965,4.108911,0.019427
2019,Kenny Golladay,WR,26,76,213,0,0,0,65,1190,11,116,301,1190,11,Lions,DET,341,423,5549,571,3900,28,407,1649,7,313,23,59.52%,0.061453,6.830123,4.051597,0.023517
2020,Kenny Golladay,WR,27,76,213,0,0,0,20,338,2,32,46,338,2,Lions,DET,377,519,5603,582,4104,27,367,1499,17,350,21,66.04%,0.067285,7.051546,4.084469,0.022129
2021,Kenny Golladay,WR,28,76,213,0,0,0,37,521,0,76,119,521,0,Giants,NYG,258,416,4884,593,3196,15,419,1688,8,299,30,44.74%,0.052826,5.389545,4.02864,0.029644
2022,Kenny Golladay,WR,29,76,213,0,0,0,6,81,1,17,11,81,1,Giants,NYG,365,371,5676,520,3157,17,520,2519,21,352,16,64.81%,0.064306,6.071154,4.844231,0.015385
2015,Kenny Stills,WR,23,72,198,0,0,0,27,440,3,63,109,440,3,Dolphins,MIA,310,389,5307,588,3811,24,344,1496,11,291,19,53.49%,0.058413,6.481293,4.348837,0.020386
2016,Kenny Stills,WR,24,72,195,0,0,0,42,726,9,81,187,726,9,Dolphins,MIA,363,380,5324,477,3500,27,405,1824,14,278,23,55.10%,0.068182,7.337526,4.503704,0.026077
2017,Kenny Stills,WR,25,73,196,0,0,0,58,847,6,106,166,847,6,Dolphins,MIA,281,393,4923,602,3535,24,360,1388,4,284,29,52.63%,0.057079,5.872093,3.855556,0.030146
2018,Kenny Stills,WR,26,73,196,0,0,0,37,553,6,64,185,553,6,Dolphins,MIA,319,433,4638,455,2900,26,371,1738,7,252,23,51.61%,0.06878,6.373626,4.684636,0.027845
2019,Kenny Stills,WR,27,73,202,0,0,0,40,561,4,55,141,561,4,Texans,HOU,378,385,5792,534,3783,27,434,2009,17,346,22,62.71%,0.065262,7.08427,4.629032,0.022727
2020,Kenny Stills,WR,28,73,202,0,0,0,11,144,1,19,16,144,1,Bills,BUF,501,375,6343,596,4620,40,411,1723,16,397,22,61.04%,0.078985,7.751678,4.192214,0.021847
2021,Kenny Stills,WR,29,73,202,1,1,0,6,68,1,23,10,69,1,Saints,NO,364,335,5177,504,3186,29,510,1991,12,307,18,58.93%,0.070311,6.321429,3.903922,0.017751
2016,Kenyan Drake,RB,22,73,216,179,33,2,9,46,0,10,67,225,2,Dolphins,MIA,363,380,5324,477,3500,27,405,1824,14,278,23,55.10%,0.068182,7.337526,4.503704,0.026077
2017,Kenyan Drake,RB,23,73,211,644,133,3,32,239,1,50,228,883,4,Dolphins,MIA,281,393,4923,602,3535,24,360,1388,4,284,29,52.63%,0.057079,5.872093,3.855556,0.030146
2018,Kenyan Drake,RB,24,73,211,535,120,4,53,477,5,73,437,1012,9,Dolphins,MIA,319,433,4638,455,2900,26,371,1738,7,252,23,51.61%,0.06878,6.373626,4.684636,0.027845
2019,Kenyan Drake,RB,25,73,211,817,170,8,50,345,0,68,433,1162,8,Cardinals,ARI,361,442,5467,554,3477,20,396,1990,18,314,18,45.28%,0.066033,6.276173,5.025253,0.018947
2020,Kenyan Drake,RB,26,73,211,955,239,10,25,137,0,31,166,1092,10,Cardinals,ARI,410,367,6153,575,3916,27,479,2237,22,381,21,65.52%,0.066634,6.810435,4.670146,0.019924
2021,Kenyan Drake,RB,27,73,211,254,63,2,30,291,1,40,259,545,3,Raiders,LV,374,439,6184,628,4567,23,414,1617,14,349,24,49.23%,0.060479,7.272293,3.905797,0.023033
2022,Kenyan Drake,RB,28,73,211,482,109,4,17,89,1,26,125,571,5,Ravens,BAL,350,315,5760,488,3040,19,526,2720,14,337,21,44.44%,0.060764,6.229508,5.171103,0.02071
2023,Kenyan Drake,RB,29,73,211,0,2,0,2,31,0,3,36,31,0,Packers,GB,383,350,5873,581,3968,32,441,1905,10,338,18,53.42%,0.065214,6.829604,4.319728,0.017613
2018,Kerryon Johnson,RB,21,71,206,641,118,3,32,213,1,39,266,854,4,Lions,DET,324,360,5236,574,3576,22,404,1660,11,325,19,53.06%,0.061879,6.229965,4.108911,0.019427
2019,Kerryon Johnson,RB,22,71,212,403,113,3,10,127,1,15,122,530,4,Lions,DET,341,423,5549,571,3900,28,407,1649,7,313,23,59.52%,0.061453,6.830123,4.051597,0.023517
2020,Kerryon Johnson,RB,23,71,212,181,52,2,19,187,1,26,184,368,3,Lions,DET,377,519,5603,582,4104,27,367,1499,17,350,21,66.04%,0.067285,7.051546,4.084469,0.022129
2015,Kerwynn Williams,RB,24,68,198,142,27,1,2,16,0,2,7,158,1,Cardinals,ARZ,489,313,6533,562,4616,35,452,1917,16,373,24,60.00%,0.074851,8.213523,4.24115,0.023669
2016,Kerwynn Williams,RB,25,68,198,157,18,2,1,6,0,2,6,163,2,Cardinals,ARI,418,362,5868,646,4136,28,399,1732,20,368,28,64.81%,0.071234,6.402477,4.340852,0.026794
2017,Kerwynn Williams,RB,26,68,198,426,120,1,10,93,0,15,49,519,1,Cardinals,ARI,295,361,5026,598,3640,21,409,1386,6,310,25,41.67%,0.058695,6.086957,3.388753,0.024826
2015,Keshawn Martin,WR,25,71,194,6,1,0,24,269,2,37,79,275,2,Texans,HST,339,313,5564,619,3833,29,472,1731,7,335,20,56.52%,0.060927,6.192246,3.667373,0.018332
2015,Keshawn Martin,WR,25,71,194,6,1,0,24,269,2,37,79,275,2,Patriots,NE,465,315,5991,629,4587,36,383,1404,14,347,14,65.22%,0.077616,7.292528,3.665796,0.013834
2022,Kevin Harris,RB,22,70,220,52,18,1,0,0,0,0,0,52,1,Patriots,NE,364,347,5348,540,3536,19,425,1812,12,288,23,42.22%,0.068063,6.548148,4.263529,0.023834
2023,Kevin Harris,RB,23,70,220,65,16,1,3,58,0,3,59,123,1,Patriots,NE,236,366,4696,557,3069,16,415,1627,9,261,29,58.33%,0.050256,5.509874,3.920482,0.029835
2018,KhaDarel Hodge,WR,23,71,200,0,0,0,2,17,0,3,0,17,0,Rams,LA,527,384,6738,568,4507,32,459,2231,23,401,19,56.82%,0.078213,7.934859,4.860566,0.0185
2019,KhaDarel Hodge,WR,24,74,205,0,0,0,4,76,0,10,10,76,0,Browns,CLE,335,393,5455,539,3554,22,393,1901,15,305,28,58.00%,0.061412,6.593692,4.83715,0.030043
2020,KhaDarel Hodge,WR,25,74,205,0,0,0,11,180,0,17,24,180,0,Browns,CLE,10.58823529,0.04363636364,#VALUE!,,#VALUE!,,,,,,,,,,,
2021,KhaDarel Hodge,WR,26,74,205,0,0,0,13,157,0,27,37,157,0,Lions,DET,325,467,5484,593,3598,23,427,1886,12,329,23,46.67%,0.059263,6.067454,4.416862,0.022549
2022,KhaDarel Hodge,WR,27,71,205,0,0,0,13,202,1,20,61,202,1,Falcons,ATL,365,386,5417,415,2699,17,559,2718,17,330,21,55.56%,0.06738,6.503614,4.862254,0.021561
2023,KhaDarel Hodge,WR,28,71,205,0,1,0,14,232,0,23,83,232,0,Falcons,ATL,321,373,5683,530,3524,17,522,2159,14,326,28,46.81%,0.056484,6.649057,4.136015,0.026616
2021,Khalil Herbert,RB,23,69,212,433,103,2,14,96,0,16,101,529,2,Bears,CHI,311,407,5225,542,3207,16,475,2018,14,333,29,47.92%,0.059522,5.916974,4.248421,0.028515
2022,Khalil Herbert,RB,24,69,212,731,129,4,9,57,1,12,81,788,5,Bears,CHI,326,463,5233,377,2219,19,558,3014,18,278,25,56.00%,0.062297,5.885942,5.401434,0.026738
2023,Khalil Herbert,RB,25,69,212,611,132,2,20,134,1,31,138,745,3,Bears,CHI,360,379,5495,513,3096,19,534,2399,16,322,25,57.14%,0.065514,6.035088,4.492509,0.023878
2022,Khalil Shakir,WR,22,72,190,0,0,0,10,161,1,20,74,161,1,Bills,BUF,455,286,6361,574,4129,35,430,2232,15,367,27,60.00%,0.07153,7.19338,5.190698,0.026892
2023,Khalil Shakir,WR,23,72,190,10,1,0,39,611,2,45,282,621,2,Bills,BUF,451,311,6366,579,4154,29,512,2212,22,381,28,63.89%,0.070845,7.174439,4.320313,0.025665
