Year,Name,Position,Age,Height (in),Weight (lbs),G,GS,RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard,RZ Completions,RZ Targets,RZ CompPercent,RZ Rec TDs,RZ Rushes,RZ Rush TDs,PPR,PosRank
2015,Jason Witten,TE,33,78,263,16,16,0,0,0,77,713,3,104,230,713,3,Cowboys,DAL,275.0,374.0,5361,528,3471,16,408,1890,8,307,33,0.4444,0.051296,6.573864,4.632353,0.035256,0.740385,9.25974,6.855769,2.987013,0.038961,0.028846,0.0,0.0,9.25974,0.038961,6.573864,4.632353,0.030303,0.019608,5.727564,0.051296,8,13,0.6154,3,0,0,164.3,13
2016,Jason Witten,TE,34,78,263,16,16,0,0,0,69,673,3,95,249,673,3,Cowboys,DAL,421.0,306.0,6027,483,3631,25,499,2396,24,358,15,0.6557,0.069852,7.517598,4.801603,0.015275,0.726316,9.753623,7.084211,3.608696,0.043478,0.031579,0.0,0.0,9.753623,0.043478,7.517598,4.801603,0.05176,0.048096,6.137475,0.069852,12,20,0.6,2,0,0,152.3,14
2017,Jason Witten,TE,35,78,263,16,16,0,0,0,63,560,5,87,108,560,5,Cowboys,DAL,354.0,332.0,5311,493,3141,22,480,2170,18,314,22,0.5962,0.066654,6.371197,4.520833,0.02261,0.724138,8.888889,6.436782,1.714286,0.079365,0.057471,0.0,0.0,8.888889,0.079365,6.371197,4.520833,0.044625,0.0375,5.458376,0.066654,9,14,0.6429,4,0,0,147.0,10
2019,Jason Witten,TE,37,78,263,16,16,0,0,0,63,529,4,83,171,529,4,Cowboys,DAL,434.0,321.0,6904,597,4751,30,449,2153,18,379,18,0.5741,0.062862,7.958124,4.7951,0.017208,0.759036,8.396825,6.373494,2.714286,0.063492,0.048193,0.0,0.0,8.396825,0.063492,7.958124,4.7951,0.050251,0.040089,6.600382,0.062862,9,13,0.6923,5,0,0,139.9,13
2020,Jason Witten,TE,38,78,263,16,7,0,0,0,13,69,2,17,22,69,2,Raiders,LV,434.0,478.0,6133,551,4217,28,457,1916,20,359,26,0.5424,0.070765,7.653358,4.19256,0.025794,0.764706,5.307692,4.058824,1.692308,0.153846,0.117647,0.0,0.0,5.307692,0.153846,7.653358,4.19256,0.050817,0.043764,6.084325,0.070765,4,7,0.5714,2,0,0,31.9,62
2021,Jauan Jennings,WR,24,75,214,16,1,0,0,0,24,282,5,38,103,282,5,49ers,SF,427.0,365.0,6387,514,4221,26,499,2166,22,361,24,0.6441,0.066855,8.212062,4.340681,0.023692,0.631579,11.75,7.421053,4.291667,0.208333,0.131579,0.0,0.0,11.75,0.208333,8.212062,4.340681,0.050584,0.044088,6.305035,0.066855,4,5,0.8,4,0,0,82.2,79
2022,Jauan Jennings,WR,25,75,214,16,4,0,0,0,35,416,1,56,176,416,1,49ers,SF,450.0,277.0,6216,512,3856,30,504,2360,20,347,17,0.5278,0.072394,7.53125,4.68254,0.016732,0.625,11.88571,7.428571,5.028571,0.028571,0.017857,0.0,0.0,11.88571,0.028571,7.53125,4.68254,0.058594,0.039683,6.11811,0.072394,2,2,1.0,1,0,0,82.6,91
2023,Jauan Jennings,WR,26,75,214,13,2,0,0,0,19,265,1,33,89,265,1,49ers,SF,491.0,298.0,6773,491,4384,33,499,2389,27,383,18,0.68,0.072494,8.928717,4.787575,0.018182,0.575758,13.94737,8.030303,4.684211,0.052632,0.030303,0.0,0.0,13.94737,0.052632,8.928717,4.787575,0.06721,0.054108,6.841414,0.072494,1,2,0.5,1,0,0,51.5,109
2018,Javon Wims,WR,24,76,215,4,0,0,0,0,4,32,0,5,1,32,0,Bears,CHI,421.0,283.0,5502,512,3564,28,468,1938,16,331,24,0.6316,0.076518,6.960938,4.141026,0.02449,0.8,8.0,6.4,0.25,0.0,0.0,0.0,0.0,8.0,0.0,6.960938,4.141026,0.054688,0.034188,5.614286,0.076518,1,1,1.0,0,0,0,7.2,181
2019,Javon Wims,WR,25,74,221,16,6,0,0,0,18,186,1,39,42,186,1,Bears,CHI,280.0,298.0,4749,580,3291,20,395,1458,8,297,19,0.5217,0.05896,5.674138,3.691139,0.019487,0.461538,10.33333,4.769231,2.333333,0.055556,0.025641,0.0,0.0,10.33333,0.055556,5.674138,3.691139,0.034483,0.020253,4.870769,0.05896,1,3,0.3333,1,0,0,42.6,129
2020,Javon Wims,WR,26,76,221,13,1,2,1,0,6,48,1,12,5,50,1,Bears,CHI,372.0,370.0,5302,614,3655,26,393,1647,12,335,22,0.5614,0.070162,5.952769,4.19084,0.021847,0.5,8.0,4.0,0.833333,0.166667,0.083333,2.0,0.0,7.142857,0.142857,5.952769,4.19084,0.042345,0.030534,5.265144,0.070162,1,1,1.0,1,0,0,17.0,164
2021,Javonte Williams,RB,21,70,220,17,1,903,203,4,43,316,3,53,343,1219,7,Broncos,DEN,335.0,322.0,5618,541,3593,20,455,2025,16,331,18,0.5472,0.05963,6.641405,4.450549,0.018072,0.811321,7.348837,5.962264,7.976744,0.069767,0.056604,4.448276,0.019704,4.955285,0.028455,6.641405,4.450549,0.036969,0.035165,5.640562,0.05963,6,9,0.6667,3,25,4,204.9,18
2022,Javonte Williams,RB,22,70,220,4,4,204,47,0,16,76,0,22,118,280,0,Broncos,DEN,287.0,359.0,5527,571,3592,18,444,1935,11,300,24,0.5556,0.051927,6.290718,4.358108,0.023645,0.727273,4.75,3.454545,7.375,0.0,0.0,4.340426,0.0,4.444444,0.0,6.290718,4.358108,0.031524,0.024775,5.44532,0.051927,4,7,0.5714,0,4,0,42.0,86
2023,Javonte Williams,RB,23,70,220,16,13,774,217,3,47,228,2,58,301,1002,5,Broncos,DEN,357.0,413.0,5072,513,3262,28,451,1810,8,301,22,0.5085,0.070386,6.358674,4.013304,0.022822,0.810345,4.851064,3.931034,6.404255,0.042553,0.034483,3.56682,0.013825,3.795455,0.018939,6.358674,4.013304,0.054581,0.017738,5.261411,0.070386,5,6,0.8333,2,44,2,179.2,32
2015,Javorius Allen,RB,24,72,220,16,6,514,137,1,45,353,2,61,330,867,3,Ravens,BLT,328.0,401.0,5749,676,4271,21,383,1478,8,323,28,0.4894,0.057053,6.318047,3.859008,0.02644,0.737705,7.844444,5.786885,7.333333,0.044444,0.032787,3.751825,0.007299,4.763736,0.016484,6.318047,3.859008,0.031065,0.020888,5.428706,0.057053,8,12,0.6667,1,18,1,145.7,37
2016,Javorius Allen,RB,25,72,222,8,0,34,9,0,3,15,0,4,23,49,0,Ravens,BAL,343.0,321.0,5563,679,4100,20,367,1463,10,316,23,0.5217,0.061657,6.038292,3.986376,0.021989,0.75,5.0,3.75,7.666667,0.0,0.0,3.777778,0.0,4.083333,0.0,6.038292,3.986376,0.029455,0.027248,5.318356,0.061657,1,1,1.0,0,1,0,7.9,127
2017,Javorius Allen,RB,26,72,222,16,0,591,153,4,46,250,2,60,225,841,6,Ravens,BAL,395.0,303.0,4886,567,3030,20,460,1856,14,311,17,0.5769,0.080843,5.343915,4.034783,0.016553,0.766667,5.434783,4.166667,4.891304,0.043478,0.033333,3.862745,0.026144,4.226131,0.030151,5.343915,4.034783,0.035273,0.030435,4.757546,0.080843,5,6,0.8333,2,32,4,166.1,27
2018,Javorius Allen,RB,27,72,222,14,0,110,41,3,35,196,2,43,202,306,5,Ravens,BAL,389.0,287.0,5999,556,3558,18,547,2441,19,367,20,0.5574,0.064844,6.399281,4.462523,0.018132,0.813953,5.6,4.55814,5.771429,0.057143,0.046512,2.682927,0.073171,4.026316,0.065789,6.399281,4.462523,0.032374,0.034735,5.438803,0.064844,6,6,1.0,2,11,3,93.6,63
2019,Javorius Allen,RB,28,72,222,10,0,36,10,1,1,9,0,2,5,45,1,Giants,NYG,341.0,451.0,5416,607,3731,30,362,1685,11,311,33,0.5714,0.062962,6.146623,4.654696,0.034056,0.5,9.0,4.5,5.0,0.0,0.0,3.6,0.1,4.090909,0.090909,6.146623,4.654696,0.049423,0.030387,5.589267,0.062962,0,0,0.0,0,2,1,11.5,103
2015,Jay Ajayi,RB,22,72,228,9,0,187,49,1,7,90,0,11,84,277,1,Dolphins,MIA,310.0,389.0,5307,588,3811,24,344,1496,11,291,19,0.5349,0.058413,6.481293,4.348837,0.020386,0.636364,12.85714,8.181818,12.0,0.0,0.0,3.816327,0.020408,4.946429,0.017857,6.481293,4.348837,0.040816,0.031977,5.694206,0.058413,1,1,1.0,0,12,1,42.7,77
2016,Jay Ajayi,RB,23,72,229,15,12,1272,260,8,27,151,0,34,134,1423,8,Dolphins,MIA,363.0,380.0,5324,477,3500,27,405,1824,14,278,23,0.551,0.068182,7.337526,4.503704,0.026077,0.794118,5.592593,4.441176,4.962963,0.0,0.0,4.892308,0.030769,4.958188,0.027875,7.337526,4.503704,0.056604,0.034568,6.036281,0.068182,4,7,0.5714,1,33,7,215.3,11
2017,Jay Ajayi,RB,24,72,223,14,8,873,208,1,24,158,1,34,189,1031,2,Eagles,PHI,457.0,295.0,5852,564,3737,38,473,2115,9,338,20,0.6406,0.078093,6.625887,4.471459,0.019286,0.705882,6.583333,4.647059,7.875,0.041667,0.029412,4.197115,0.004808,4.443966,0.008621,6.625887,4.471459,0.067376,0.019027,5.643202,0.078093,3,3,1.0,1,7,0,135.1,33
2018,Jay Ajayi,RB,25,72,223,4,3,184,45,3,5,20,0,6,34,204,3,Eagles,PHI,367.0,348.0,5845,599,4275,29,398,1570,12,346,23,0.5902,0.062789,7.136895,3.944724,0.023069,0.833333,4.0,3.333333,6.8,0.0,0.0,4.088889,0.066667,4.08,0.06,7.136895,3.944724,0.048414,0.030151,5.862588,0.062789,1,2,0.5,0,10,3,43.4,76
2019,Jay Ajayi,RB,26,72,223,3,0,30,10,0,0,0,0,1,0,30,0,Eagles,PHI,385.0,354.0,5772,613,3833,27,454,1939,16,354,23,0.6316,0.066701,6.252855,4.270925,0.021556,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.252855,4.270925,0.044046,0.035242,5.40956,0.066701,0,0,0.0,0,2,0,3.0,129
2017,Jaydon Mickens,WR,23,70,174,10,0,0,0,0,6,77,2,11,41,77,2,Jaguars,JAX,417.0,268.0,5855,527,3593,21,527,2262,18,332,23,0.6897,0.071221,6.817837,4.29222,0.021822,0.545455,12.83333,7.0,6.833333,0.333333,0.181818,0.0,0.0,12.83333,0.333333,6.817837,4.29222,0.039848,0.034156,5.555028,0.071221,2,6,0.3333,2,0,0,27.7,122
2020,Jaydon Mickens,WR,24,71,170,10,0,0,0,0,7,58,0,10,31,58,0,Buccaneers,TB,492.0,355.0,6145,626,4626,42,369,1519,16,364,17,0.6456,0.080065,7.389776,4.116531,0.017085,0.7,8.285714,5.8,4.428571,0.0,0.0,0.0,0.0,8.285714,0.0,7.389776,4.116531,0.067093,0.04336,6.175879,0.080065,0,2,0.0,0,0,0,12.8,184
2018,Jaylen Samuels,RB,22,72,228,14,3,256,56,0,26,199,3,29,222,455,3,Steelers,PIT,428.0,360.0,6453,689,5008,35,345,1445,16,378,26,0.7347,0.066326,7.268505,4.188406,0.025145,0.896552,7.653846,6.862069,8.538462,0.115385,0.103448,4.571429,0.0,5.54878,0.036585,7.268505,4.188406,0.050798,0.046377,6.240812,0.066326,5,6,0.8333,3,7,0,89.5,56
2019,Jaylen Samuels,RB,23,72,225,14,4,175,66,1,47,305,1,57,372,480,2,Steelers,PIT,289.0,303.0,4428,510,2981,18,396,1447,7,265,30,0.35,0.065266,5.845098,3.65404,0.033113,0.824561,6.489362,5.350877,7.914894,0.021277,0.017544,2.651515,0.015152,4.247788,0.017699,5.845098,3.65404,0.035294,0.017677,4.887417,0.065266,6,8,0.75,1,9,0,104.4,56
2020,Jaylen Samuels,RB,24,72,225,14,1,28,9,0,9,46,0,14,62,74,0,Steelers,PIT,416.0,312.0,5354,656,4003,35,373,1351,12,322,18,0.6607,0.077699,6.102134,3.621984,0.017493,0.642857,5.111111,3.285714,6.888889,0.0,0.0,3.111111,0.0,4.111111,0.0,6.102134,3.621984,0.053354,0.032172,5.20311,0.077699,0,0,0.0,0,3,0,16.4,126
2021,Jaylen Waddle,WR,23,70,182,16,16,3,2,1,104,1015,6,140,420,1018,7,Dolphins,MIA,341.0,373.0,5219,615,3651,21,442,1568,12,325,26,0.6122,0.065338,5.936585,3.547511,0.024598,0.742857,9.759615,7.25,4.038462,0.057692,0.042857,1.5,0.5,9.603774,0.066038,5.936585,3.547511,0.034146,0.027149,4.937559,0.065338,12,17,0.7059,5,0,0,245.8,21
2022,Jaylen Waddle,WR,24,70,182,17,17,26,3,0,75,1356,8,117,510,1382,8,Dolphins,MIA,397.0,399.0,6197,584,4511,30,390,1686,12,342,21,0.5926,0.064063,7.724315,4.323077,0.021561,0.641026,18.08,11.58974,6.8,0.106667,0.068376,8.666667,0.0,17.71795,0.102564,7.724315,4.323077,0.05137,0.030769,6.362423,0.064063,4,8,0.5,4,0,0,259.2,7
2023,Jaylen Waddle,WR,25,70,182,14,14,12,3,0,72,1014,4,103,421,1026,4,Dolphins,MIA,496.0,391.0,6822,566,4514,30,456,2308,27,360,25,0.6552,0.072706,7.975265,5.061404,0.024462,0.699029,14.08333,9.84466,5.847222,0.055556,0.038835,4.0,0.0,13.68,0.053333,7.975265,5.061404,0.053004,0.059211,6.675147,0.072706,7,12,0.5833,3,0,0,198.6,32
2022,Jaylen Warren,RB,24,68,225,16,0,379,77,1,28,214,0,33,225,593,1,Steelers,PIT,308.0,346.0,5484,571,3411,12,500,2073,16,345,19,0.5192,0.056163,5.97373,4.146,0.01774,0.848485,7.642857,6.484848,8.035714,0.0,0.0,4.922078,0.012987,5.647619,0.009524,5.97373,4.146,0.021016,0.032,5.120448,0.056163,6,6,1.0,0,11,1,93.3,52
2023,Jaylen Warren,RB,25,68,225,17,0,784,149,4,61,370,0,74,482,1154,4,Steelers,PIT,304.0,324.0,5173,506,3163,13,487,2010,16,287,16,0.4889,0.058767,6.250988,4.12731,0.016113,0.824324,6.065574,5.0,7.901639,0.0,0.0,5.261745,0.026846,5.495238,0.019048,6.250988,4.12731,0.025692,0.032854,5.209466,0.058767,5,5,1.0,0,22,3,196.4,30
2017,Jeff Heuerman,TE,25,77,255,14,6,0,0,0,9,142,2,18,65,142,2,Broncos,DEN,289.0,382.0,5185,566,3333,19,457,1852,8,297,34,0.3958,0.055738,5.888693,4.052516,0.033236,0.5,15.77778,7.888889,7.222222,0.222222,0.111111,0.0,0.0,15.77778,0.222222,5.888693,4.052516,0.033569,0.017505,5.068426,0.055738,1,1,1.0,1,0,0,35.2,47
2018,Jeff Heuerman,TE,26,77,255,11,10,0,0,0,31,281,2,48,151,281,2,Broncos,DEN,329.0,349.0,5602,588,3695,19,393,1907,18,320,21,0.5682,0.058729,6.284014,4.852417,0.021407,0.645833,9.064516,5.854167,4.870968,0.064516,0.041667,0.0,0.0,9.064516,0.064516,6.284014,4.852417,0.032313,0.045802,5.710499,0.058729,5,13,0.3846,3,0,0,71.1,34
2019,Jeff Heuerman,TE,27,77,255,14,11,0,0,0,14,114,1,20,47,114,1,Broncos,DEN,282.0,316.0,4777,504,3115,16,409,1662,11,279,16,0.4762,0.059033,6.180556,4.06357,0.017525,0.7,8.142857,5.7,3.357143,0.071429,0.05,0.0,0.0,8.142857,0.071429,6.180556,4.06357,0.031746,0.026895,5.232202,0.059033,3,4,0.75,1,0,0,31.4,57
2015,Jeff Janis,WR,24,75,219,16,0,0,0,0,2,79,0,11,29,79,0,Packers,GB,368.0,323.0,5353,573,3503,31,436,1850,8,317,17,0.55,0.068746,6.113438,4.243119,0.016848,0.181818,39.5,7.181818,14.5,0.0,0.0,0.0,0.0,39.5,0.0,6.113438,4.243119,0.054101,0.018349,5.305253,0.068746,0,4,0.0,0,0,0,9.9,167
2016,Jeff Janis,WR,25,75,219,16,1,38,2,1,11,93,1,19,33,131,2,Packers,GB,432.0,388.0,5900,620,4199,40,374,1701,11,349,17,0.6447,0.07322,6.772581,4.548128,0.017103,0.578947,8.454545,4.894737,3.0,0.090909,0.052632,19.0,0.5,10.07692,0.153846,6.772581,4.548128,0.064516,0.029412,5.935614,0.07322,2,2,1.0,1,0,0,36.1,120
2018,Jeff Wilson,RB,27,72,194,6,2,266,66,0,12,98,0,15,92,364,0,49ers,SF,342.0,435.0,5769,532,3867,26,423,1902,7,344,32,0.4118,0.059282,7.268797,4.496454,0.033508,0.8,8.166667,6.533333,7.666667,0.0,0.0,4.030303,0.0,4.666667,0.0,7.268797,4.496454,0.048872,0.016548,6.040838,0.059282,4,4,1.0,0,10,1,44.4,81
2019,Jeff Wilson,RB,24,72,194,10,0,105,27,4,3,34,1,5,22,139,5,49ers,SF,479.0,310.0,6097,478,3792,28,498,2305,23,336,23,0.5556,0.078563,7.933054,4.628514,0.023566,0.6,11.33333,6.8,7.333333,0.333333,0.2,3.888889,0.148148,4.633333,0.166667,7.933054,4.628514,0.058577,0.046185,6.246926,0.078563,0,1,0.0,0,16,4,46.9,67
2020,Jeff Wilson,RB,25,72,194,12,3,600,126,7,13,133,3,28,110,733,10,49ers,SF,376.0,390.0,5922,570,4033,25,437,1889,19,350,31,0.6727,0.063492,7.075439,4.322654,0.030785,0.464286,10.23077,4.75,8.461538,0.230769,0.107143,4.761905,0.055556,5.273381,0.071942,7.075439,4.322654,0.04386,0.043478,5.880834,0.063492,3,5,0.6,2,26,7,142.3,26
2022,Jeff Wilson,RB,27,72,194,16,7,860,176,5,22,185,1,37,141,1045,6,49ers,SF,450.0,277.0,6216,512,3856,30,504,2360,20,347,17,0.5278,0.072394,7.53125,4.68254,0.016732,0.594595,8.409091,5.0,6.409091,0.045455,0.027027,4.886364,0.028409,5.277778,0.030303,7.53125,4.68254,0.058594,0.039683,6.11811,0.072394,2,3,0.6667,0,17,1,158.5,28
