Year,Name,Position,Age,Height (in),Weight (lbs),G,GS,RushYds,RushAtt,RushTD,Rec,RecYds,RecTDs,Tgts,YAC,TotalYards,TotalTDs,Team,Team (Abbr),Team Points Scored,Team Points Allowed,Team Total Yards,Team Pass Attempts,Team Passing Yards,Team PassingTDs,Team Rush Attempts,Team Rushing Yards,Team Rushing TDs,Team First Downs,Team Turnovers,Team RZSP,Team Offensive Efficiency,Team Passing Efficiency,Team Rushing Efficiency,Team Turnover Rate,Catch%,YardsPerReception,YardsPerTarget,YACPerReception,TDperReception,TDperTarget,YardsPerRush,TDperRush,TotalYardsPerTouch,TotalTDsPerTouch,TeamPassingYardsPerAttempt,TeamRushingYardsPerAttempt,TeamPassingTDPercentage,TeamRushingTDPercentage,TeamYardsPerPlay,TeamPointsPerYard,RZ Completions,RZ Targets,RZ CompPercent,RZ Rec TDs,RZ Rushes,RZ Rush TDs,PPR,PosRank
2017,Darren Fells,TE,31,79,270,16,13,0,0,0,17,177,3,26,124,177,3,Lions,DET,410.0,376.0,5404,570,4183,29,363,1221,10,296,22,0.5652,0.07587,7.338596,3.363636,0.02358,0.653846,10.41176,6.807692,7.294118,0.176471,0.115385,0.0,0.0,10.41176,0.176471,7.338596,3.363636,0.050877,0.027548,5.792069,0.07587,3,8,0.375,3,0,0,52.7,37
2018,Darren Fells,TE,32,79,270,16,11,0,0,0,11,117,3,12,66,117,3,Browns,CLE,359.0,392.0,5900,574,4007,29,411,1893,15,314,24,0.6667,0.060847,6.980836,4.605839,0.024365,0.916667,10.63636,9.75,6.0,0.272727,0.25,0.0,0.0,10.63636,0.272727,6.980836,4.605839,0.050523,0.036496,5.989848,0.060847,2,2,1.0,2,0,0,40.7,46
2019,Darren Fells,TE,33,79,270,16,14,0,0,0,34,341,7,48,169,341,7,Texans,HOU,378.0,385.0,5792,534,3783,27,434,2009,17,346,22,0.6271,0.065262,7.08427,4.629032,0.022727,0.708333,10.02941,7.104167,4.970588,0.205882,0.145833,0.0,0.0,10.02941,0.205882,7.08427,4.629032,0.050562,0.039171,5.983471,0.065262,9,11,0.8182,7,0,0,110.1,14
2020,Darren Fells,TE,34,79,270,16,14,0,0,0,21,312,4,28,173,312,4,Texans,HOU,384.0,464.0,6004,546,4538,33,344,1466,10,326,18,0.54,0.063957,8.311355,4.261628,0.020225,0.75,14.85714,11.14286,8.238095,0.190476,0.142857,0.0,0.0,14.85714,0.190476,8.311355,4.261628,0.06044,0.02907,6.746067,0.063957,2,4,0.5,2,0,0,76.2,26
2015,Darren McFadden,RB,28,73,220,16,10,1089,239,3,40,328,0,54,322,1417,3,Cowboys,DAL,275.0,374.0,5361,528,3471,16,408,1890,8,307,33,0.4444,0.051296,6.573864,4.632353,0.035256,0.740741,8.2,6.074074,8.05,0.0,0.0,4.556485,0.012552,5.078853,0.010753,6.573864,4.632353,0.030303,0.019608,5.727564,0.051296,1,4,0.25,0,26,3,195.7,13
2016,Darren McFadden,RB,29,73,210,3,1,87,24,0,3,17,0,5,23,104,0,Cowboys,DAL,421.0,306.0,6027,483,3631,25,499,2396,24,358,15,0.6557,0.069852,7.517598,4.801603,0.015275,0.6,5.666667,3.4,7.666667,0.0,0.0,3.625,0.0,3.851852,0.0,7.517598,4.801603,0.05176,0.048096,6.137475,0.069852,0,0,0.0,0,2,0,13.4,113
2015,Darren Sproles,RB,32,66,190,16,4,317,83,3,55,388,1,84,376,705,4,Eagles,PHI,377.0,430.0,5830,623,4087,23,442,1743,15,339,31,0.5581,0.064666,6.560193,3.943439,0.029108,0.654762,7.054545,4.619048,6.836364,0.018182,0.011905,3.819277,0.036145,5.108696,0.028986,6.560193,3.943439,0.036918,0.033937,5.474178,0.064666,2,6,0.3333,0,11,3,161.5,33
2016,Darren Sproles,RB,33,66,190,15,5,438,94,2,52,427,2,71,428,865,4,Eagles,PHI,367.0,331.0,5398,609,3585,16,438,1813,16,333,20,0.4909,0.067988,5.8867,4.139269,0.019102,0.732394,8.211538,6.014085,8.230769,0.038462,0.028169,4.659574,0.021277,5.924658,0.027397,5.8867,4.139269,0.026273,0.03653,5.155683,0.067988,6,13,0.4615,1,18,1,162.5,30
2017,Darren Sproles,RB,34,66,190,3,0,61,15,0,7,73,0,13,81,134,0,Eagles,PHI,457.0,295.0,5852,564,3737,38,473,2115,9,338,20,0.6406,0.078093,6.625887,4.471459,0.019286,0.538462,10.42857,5.615385,11.57143,0.0,0.0,4.066667,0.0,6.090909,0.0,6.625887,4.471459,0.067376,0.019027,5.643202,0.078093,0,1,0.0,0,2,0,18.4,111
2018,Darren Sproles,RB,35,66,190,6,2,120,29,1,15,160,2,23,134,280,3,Eagles,PHI,367.0,348.0,5845,599,4275,29,398,1570,12,346,23,0.5902,0.062789,7.136895,3.944724,0.023069,0.652174,10.66667,6.956522,8.933333,0.133333,0.086957,4.137931,0.034483,6.363636,0.068182,7.136895,3.944724,0.048414,0.030151,5.862588,0.062789,2,4,0.5,1,7,1,61.0,71
2019,Darren Sproles,RB,36,66,190,6,1,66,17,0,6,24,0,10,31,90,0,Eagles,PHI,385.0,354.0,5772,613,3833,27,454,1939,16,354,23,0.6316,0.066701,6.252855,4.270925,0.021556,0.6,4.0,2.4,5.166667,0.0,0.0,3.882353,0.0,3.913043,0.0,6.252855,4.270925,0.044046,0.035242,5.40956,0.066701,2,3,0.6667,0,2,0,17.0,101
2015,Darren Waller,TE,23,78,245,6,1,0,0,0,2,18,0,6,13,18,0,Ravens,BLT,328.0,401.0,5749,676,4271,21,383,1478,8,323,28,0.4894,0.057053,6.318047,3.859008,0.02644,0.333333,9.0,3.0,6.5,0.0,0.0,0.0,0.0,9.0,0.0,6.318047,3.859008,0.031065,0.020888,5.428706,0.057053,0,1,0.0,0,0,0,3.8,186
2016,Darren Waller,WR,24,78,255,12,3,0,0,0,10,85,2,17,42,85,2,Ravens,BAL,343.0,321.0,5563,679,4100,20,367,1463,10,316,23,0.5217,0.061657,6.038292,3.986376,0.021989,0.588235,8.5,5.0,4.2,0.2,0.117647,0.0,0.0,8.5,0.2,6.038292,3.986376,0.029455,0.027248,5.318356,0.061657,3,6,0.5,2,0,0,30.5,132
2019,Darren Waller,TE,27,78,255,16,16,5,2,0,90,1145,3,117,601,1150,3,Raiders,OAK,313.0,419.0,5819,523,3926,22,437,1893,13,315,17,0.5283,0.053789,7.506692,4.331808,0.017708,0.769231,12.72222,9.786325,6.677778,0.033333,0.025641,2.5,0.0,12.5,0.032609,7.506692,4.331808,0.042065,0.029748,6.061458,0.053789,7,11,0.6364,3,0,0,221.0,4
2020,Darren Waller,TE,28,78,255,16,15,0,0,0,107,1196,9,145,590,1196,9,Raiders,LV,434.0,478.0,6133,551,4217,28,457,1916,20,359,26,0.5424,0.070765,7.653358,4.19256,0.025794,0.737931,11.17757,8.248276,5.514019,0.084112,0.062069,0.0,0.0,11.17757,0.084112,7.653358,4.19256,0.050817,0.043764,6.084325,0.070765,21,27,0.7778,6,0,0,278.6,2
2021,Darren Waller,TE,29,78,255,11,11,0,0,0,55,665,2,93,242,665,2,Raiders,LV,374.0,439.0,6184,628,4567,23,414,1617,14,349,24,0.4923,0.060479,7.272293,3.905797,0.023033,0.591398,12.09091,7.150538,4.4,0.036364,0.021505,0.0,0.0,12.09091,0.036364,7.272293,3.905797,0.036624,0.033816,5.934741,0.060479,8,15,0.5333,3,0,0,133.5,19
2022,Darren Waller,TE,30,78,255,9,6,0,0,0,28,388,3,43,76,388,3,Raiders,LV,395.0,418.0,5993,586,3934,28,428,2059,12,343,21,0.4894,0.06591,6.713311,4.810748,0.02071,0.651163,13.85714,9.023256,2.714286,0.107143,0.069767,0.0,0.0,13.85714,0.107143,6.713311,4.810748,0.047782,0.028037,5.910256,0.06591,5,9,0.5556,1,0,0,84.8,24
2023,Darren Waller,TE,31,78,255,12,11,0,0,0,52,552,1,74,211,552,1,Giants,NYG,266.0,407.0,4760,518,2886,15,454,1874,10,267,19,0.4419,0.055882,5.571429,4.127753,0.019547,0.702703,10.61538,7.459459,4.057692,0.019231,0.013514,0.0,0.0,10.61538,0.019231,5.571429,4.127753,0.028958,0.022026,4.897119,0.055882,5,7,0.7143,1,0,0,113.2,23
2015,Darrius Heyward-Bey,WR,28,74,210,16,4,0,0,0,21,314,2,39,83,314,2,Steelers,PIT,423.0,319.0,6327,590,4603,26,388,1724,16,331,28,0.5714,0.066856,7.801695,4.443299,0.02863,0.538462,14.95238,8.051282,3.952381,0.095238,0.051282,0.0,0.0,14.95238,0.095238,7.801695,4.443299,0.044068,0.041237,6.469325,0.066856,1,2,0.5,1,0,0,64.4,95
2016,Darrius Heyward-Bey,WR,29,74,210,10,0,60,1,1,6,114,2,19,23,174,3,Steelers,PIT,399.0,327.0,5962,596,4202,33,409,1760,13,336,18,0.5424,0.066924,7.050336,4.303178,0.01791,0.315789,19.0,6.0,3.833333,0.333333,0.105263,60.0,1.0,24.85714,0.428571,7.050336,4.303178,0.055369,0.031785,5.932338,0.066924,2,3,0.6667,2,0,0,41.4,107
2017,Darrius Heyward-Bey,WR,30,74,210,16,0,32,2,1,2,47,0,3,22,79,1,Steelers,PIT,406.0,308.0,6047,590,4380,29,437,1667,12,348,20,0.5303,0.067141,7.423729,3.814645,0.019474,0.666667,23.5,15.66667,11.0,0.0,0.0,16.0,0.5,19.75,0.25,7.423729,3.814645,0.049153,0.02746,5.888023,0.067141,1,1,1.0,0,0,0,15.9,138
2018,Darrius Heyward-Bey,WR,31,74,210,14,2,-7,1,0,1,9,0,2,10,2,0,Steelers,PIT,428.0,360.0,6453,689,5008,35,345,1445,16,378,26,0.7347,0.066326,7.268505,4.188406,0.025145,0.5,9.0,4.5,10.0,0.0,0.0,-7.0,0.0,1.0,0.0,7.268505,4.188406,0.050798,0.046377,6.240812,0.066326,0,1,0.0,0,0,0,1.2,209
2020,Darrynton Evans,RB,22,70,200,5,0,54,14,0,2,27,1,4,29,81,1,Titans,TEN,491.0,439.0,6343,485,3653,33,521,2690,26,381,12,0.7424,0.077408,7.531959,5.163148,0.011928,0.5,13.5,6.75,14.5,0.5,0.25,3.857143,0.0,5.0625,0.0625,7.531959,5.163148,0.068041,0.049904,6.305169,0.077408,1,1,1.0,1,5,0,16.1,109
2023,Darrynton Evans,RB,25,70,200,7,0,121,32,1,7,49,0,12,69,170,1,Dolphins,MIA,496.0,391.0,6822,566,4514,30,456,2308,27,360,25,0.6552,0.072706,7.975265,5.061404,0.024462,0.583333,7.0,4.083333,9.857143,0.0,0.0,3.78125,0.03125,4.358974,0.025641,7.975265,5.061404,0.053004,0.059211,6.675147,0.072706,1,2,0.5,0,5,1,30.0,84
2019,Darwin Thompson,RB,22,68,200,12,0,128,37,1,9,43,0,10,65,171,1,Chiefs,KC,451.0,308.0,6067,576,4498,30,375,1569,16,350,15,0.6,0.074337,7.809028,4.184,0.015773,0.9,4.777778,4.3,7.222222,0.0,0.0,3.459459,0.027027,3.717391,0.021739,7.809028,4.184,0.052083,0.042667,6.3796,0.074337,1,1,1.0,0,10,1,32.1,89
2020,Darwin Thompson,RB,23,68,200,14,1,97,27,1,7,65,1,11,88,162,2,Chiefs,KC,473.0,362.0,6653,630,4854,40,403,1799,13,397,16,0.589,0.071096,7.704762,4.46402,0.015489,0.636364,9.285714,5.909091,12.57143,0.142857,0.090909,3.592593,0.037037,4.764706,0.058824,7.704762,4.46402,0.063492,0.032258,6.440465,0.071096,2,2,1.0,1,3,1,33.2,88
2015,Davante Adams,WR,23,73,215,13,12,0,0,0,50,483,1,93,141,483,1,Packers,GB,368.0,323.0,5353,573,3503,31,436,1850,8,317,17,0.55,0.068746,6.113438,4.243119,0.016848,0.537634,9.66,5.193548,2.82,0.02,0.010753,0.0,0.0,9.66,0.02,6.113438,4.243119,0.054101,0.018349,5.305253,0.068746,6,13,0.4615,1,0,0,106.3,83
2016,Davante Adams,WR,24,73,215,16,15,0,0,0,75,997,12,121,409,997,12,Packers,GB,432.0,388.0,5900,620,4199,40,374,1701,11,349,17,0.6447,0.07322,6.772581,4.548128,0.017103,0.619835,13.29333,8.239669,5.453333,0.16,0.099174,0.0,0.0,13.29333,0.16,6.772581,4.548128,0.064516,0.029412,5.935614,0.07322,14,25,0.56,9,0,0,246.7,7
2017,Davante Adams,WR,25,73,215,14,14,0,0,0,74,885,10,117,357,885,10,Packers,GB,320.0,384.0,4891,562,3167,25,386,1724,13,307,25,0.619,0.065426,5.635231,4.466321,0.026371,0.632479,11.95946,7.564103,4.824324,0.135135,0.08547,0.0,0.0,11.95946,0.135135,5.635231,4.466321,0.044484,0.033679,5.159283,0.065426,16,24,0.6667,8,0,0,222.5,12
2018,Davante Adams,WR,26,73,215,15,15,0,0,0,111,1386,13,169,498,1386,13,Packers,GB,376.0,400.0,5905,640,4238,25,333,1667,14,332,15,0.617,0.063675,6.621875,5.006006,0.015416,0.656805,12.48649,8.201183,4.486486,0.117117,0.076923,0.0,0.0,12.48649,0.117117,6.621875,5.006006,0.039063,0.042042,6.068859,0.063675,16,32,0.5,12,0,0,329.6,3
2019,Davante Adams,WR,27,73,215,12,12,0,0,0,83,997,5,127,393,997,5,Packers,GB,376.0,313.0,5528,573,3733,26,411,1795,18,320,13,0.6786,0.068017,6.514834,4.367397,0.013211,0.653543,12.01205,7.850394,4.73494,0.060241,0.03937,0.0,0.0,12.01205,0.060241,6.514834,4.367397,0.045375,0.043796,5.617886,0.068017,15,21,0.7143,3,0,0,212.7,29
2020,Davante Adams,WR,28,73,215,14,14,0,0,0,115,1374,18,149,592,1374,18,Packers,GB,509.0,369.0,6224,526,4106,48,443,2118,16,358,11,0.7681,0.08178,7.806084,4.781038,0.011352,0.771812,11.94783,9.221477,5.147826,0.156522,0.120805,0.0,0.0,11.94783,0.156522,7.806084,4.781038,0.091255,0.036117,6.423117,0.08178,25,32,0.7813,14,0,0,358.4,1
2021,Davante Adams,WR,29,73,215,16,16,0,0,0,123,1553,11,169,601,1553,11,Packers,GB,450.0,371.0,6215,593,4315,39,446,1900,13,375,13,0.5753,0.072405,7.27656,4.26009,0.012512,0.727811,12.62602,9.189349,4.886179,0.089431,0.065089,0.0,0.0,12.62602,0.089431,7.27656,4.26009,0.065767,0.029148,5.981713,0.072405,19,31,0.6129,9,0,0,344.3,5
2022,Davante Adams,WR,30,73,215,17,17,-1,3,0,100,1516,14,180,493,1515,14,Raiders,LV,395.0,418.0,5993,586,3934,28,428,2059,12,343,21,0.4894,0.06591,6.713311,4.810748,0.02071,0.555556,15.16,8.422222,4.93,0.14,0.077778,-0.33333,0.0,14.70874,0.135922,6.713311,4.810748,0.047782,0.028037,5.910256,0.06591,12,22,0.5455,3,0,0,335.5,2
2023,Davante Adams,WR,31,73,215,17,17,0,0,0,103,1144,8,175,336,1144,8,Raiders,LV,332.0,331.0,4922,557,3380,20,413,1542,11,292,24,0.4894,0.067452,6.068223,3.733656,0.024742,0.588571,11.1068,6.537143,3.262136,0.07767,0.045714,0.0,0.0,11.1068,0.07767,6.068223,3.733656,0.035907,0.026634,5.074227,0.067452,17,30,0.5667,6,0,0,265.4,14
2015,David Cobb,RB,22,71,229,7,1,146,52,1,1,-2,0,2,3,144,1,Titans,TEN,299.0,423.0,4988,551,3503,25,371,1485,10,298,33,0.65,0.059944,6.357532,4.002695,0.035792,0.5,-2.0,-1.0,3.0,0.0,0.0,2.807692,0.019231,2.716981,0.018868,6.357532,4.002695,0.045372,0.026954,5.409978,0.059944,0,0,0.0,0,5,1,21.4,104
2015,David Johnson,RB,24,74,260,16,5,581,125,8,36,457,4,57,356,1038,12,Chargers,SD,320.0,398.0,5949,667,4591,30,393,1358,4,344,24,0.6364,0.053791,6.883058,3.455471,0.022642,0.631579,12.69444,8.017544,9.888889,0.111111,0.070175,4.648,0.064,6.447205,0.074534,6.883058,3.455471,0.044978,0.010178,5.612264,0.053791,3,8,0.375,2,22,7,215.8,7
2016,David Johnson,TE,28,74,260,16,16,1239,293,16,80,879,4,120,662,2118,20,Steelers,PIT,399.0,327.0,5962,596,4202,33,409,1760,13,336,18,0.5424,0.066924,7.050336,4.303178,0.01791,0.666667,10.9875,7.325,8.275,0.05,0.033333,4.228669,0.054608,5.678284,0.053619,7.050336,4.303178,0.055369,0.031785,5.932338,0.066924,8,15,0.5333,3,58,14,407.8,1
2018,David Johnson,RB,27,73,224,16,16,940,258,7,50,446,3,76,410,1386,10,Cardinals,ARI,225.0,425.0,3865,495,2523,15,355,1342,9,239,28,0.6429,0.058215,5.09697,3.780282,0.032941,0.657895,8.92,5.868421,8.2,0.06,0.039474,3.643411,0.027132,4.5,0.032468,5.09697,3.780282,0.030303,0.025352,4.547059,0.058215,6,10,0.6,1,28,8,246.6,10
2019,David Johnson,RB,28,73,224,13,9,345,94,2,36,370,4,47,232,715,6,Cardinals,ARI,361.0,442.0,5467,554,3477,20,396,1990,18,314,18,0.4528,0.066033,6.276173,5.025253,0.018947,0.765957,10.27778,7.87234,6.444444,0.111111,0.085106,3.670213,0.021277,5.5,0.046154,6.276173,5.025253,0.036101,0.045455,5.754737,0.066033,6,6,1.0,2,17,2,141.5,37
2020,David Johnson,RB,29,73,224,12,12,691,147,6,33,314,2,46,247,1005,8,Texans,HOU,384.0,464.0,6004,546,4538,33,344,1466,10,326,18,0.54,0.063957,8.311355,4.261628,0.020225,0.717391,9.515152,6.826087,7.484848,0.060606,0.043478,4.70068,0.040816,5.583333,0.044444,8.311355,4.261628,0.06044,0.02907,6.746067,0.063957,6,8,0.75,1,15,4,179.5,19
2021,David Johnson,RB,30,73,224,13,4,228,67,0,32,225,1,42,169,453,1,Texans,HOU,280.0,452.0,4727,546,3305,21,420,1422,8,266,22,0.5135,0.059234,6.053114,3.385714,0.022774,0.761905,7.03125,5.357143,5.28125,0.03125,0.02381,3.402985,0.0,4.575758,0.010101,6.053114,3.385714,0.038462,0.019048,4.893375,0.059234,3,6,0.5,1,7,0,81.3,67
2019,David Montgomery,RB,22,70,222,16,8,889,242,6,25,185,1,35,169,1074,7,Bears,CHI,280.0,298.0,4749,580,3291,20,395,1458,8,297,19,0.5217,0.05896,5.674138,3.691139,0.019487,0.714286,7.4,5.285714,6.76,0.04,0.028571,3.673554,0.024793,4.022472,0.026217,5.674138,3.691139,0.034483,0.020253,4.870769,0.05896,2,2,1.0,1,26,5,170.4,22
2020,David Montgomery,RB,23,71,222,15,14,1070,247,8,54,438,2,68,414,1508,10,Bears,CHI,372.0,370.0,5302,614,3655,26,393,1647,12,335,22,0.5614,0.070162,5.952769,4.19084,0.021847,0.794118,8.111111,6.441176,7.666667,0.037037,0.029412,4.331984,0.032389,5.009967,0.033223,5.952769,4.19084,0.042345,0.030534,5.265144,0.070162,7,13,0.5385,1,47,8,264.8,6
2021,David Montgomery,RB,24,71,222,13,13,849,225,7,42,301,0,51,265,1150,7,Bears,CHI,311.0,407.0,5225,542,3207,16,475,2018,14,333,29,0.4792,0.059522,5.916974,4.248421,0.028515,0.823529,7.166667,5.901961,6.309524,0.0,0.0,3.773333,0.031111,4.307116,0.026217,5.916974,4.248421,0.02952,0.029474,5.13766,0.059522,7,8,0.875,0,33,6,195.0,20
2022,David Montgomery,RB,25,71,222,16,16,801,201,5,34,316,1,40,283,1117,6,Bears,CHI,326.0,463.0,5233,377,2219,19,558,3014,18,278,25,0.56,0.062297,5.885942,5.401434,0.026738,0.85,9.294118,7.9,8.323529,0.029412,0.025,3.985075,0.024876,4.753191,0.025532,5.885942,5.401434,0.050398,0.032258,5.596791,0.062297,3,3,1.0,1,30,5,177.7,21
2023,David Montgomery,RB,26,71,222,14,14,1015,219,13,16,117,0,24,149,1132,13,Lions,DET,461.0,395.0,6712,606,4401,30,500,2311,27,375,23,0.6667,0.068683,7.262376,4.622,0.020796,0.666667,7.3125,4.875,9.3125,0.0,0.0,4.634703,0.059361,4.817021,0.055319,7.262376,4.622,0.049505,0.054,6.068716,0.068683,2,3,0.6667,1,54,11,207.2,9
2018,David Moore,WR,23,72,219,16,7,5,1,0,26,445,5,53,98,450,5,Seahawks,SEA,428.0,347.0,5653,427,3093,35,534,2560,15,329,11,0.6552,0.075712,7.24356,4.794007,0.011446,0.490566,17.11538,8.396226,3.769231,0.192308,0.09434,5.0,0.0,16.66667,0.185185,7.24356,4.794007,0.081967,0.02809,5.882414,0.075712,3,9,0.3333,3,0,0,101.0,65
2019,David Moore,WR,24,72,215,14,1,25,3,0,17,301,2,34,135,326,2,Seahawks,SEA,405.0,398.0,5991,517,3791,31,481,2200,15,341,20,0.6462,0.067601,7.332689,4.573805,0.02004,0.5,17.70588,8.852941,7.941176,0.117647,0.058824,8.333333,0.0,16.3,0.1,7.332689,4.573805,0.059961,0.031185,6.003006,0.067601,2,8,0.25,1,0,0,59.6,92
2020,David Moore,WR,25,72,215,16,6,61,8,0,35,417,6,47,177,478,6,Seahawks,SEA,459.0,371.0,5912,563,3941,40,411,1971,15,356,18,0.7368,0.077639,7.0,4.79562,0.01848,0.744681,11.91429,8.87234,5.057143,0.171429,0.12766,7.625,0.0,11.11628,0.139535,7.0,4.79562,0.071048,0.036496,6.069815,0.077639,10,13,0.7692,4,0,0,118.8,59
2017,David Morgan,TE,24,76,265,15,6,0,0,0,10,95,1,12,59,95,1,Vikings,MIN,382.0,252.0,5710,527,3753,25,501,1957,15,334,14,0.5556,0.0669,7.121442,3.906188,0.013619,0.833333,9.5,7.916667,5.9,0.1,0.083333,0.0,0.0,9.5,0.1,7.121442,3.906188,0.047438,0.02994,5.554475,0.0669,1,1,1.0,1,0,0,25.5,62
2018,David Morgan,TE,25,76,265,11,6,0,0,0,5,36,0,6,27,36,0,Vikings,MIN,360.0,341.0,5529,606,4036,30,357,1493,9,310,20,0.54,0.065111,6.660066,4.182073,0.020768,0.833333,7.2,6.0,5.4,0.0,0.0,0.0,0.0,7.2,0.0,6.660066,4.182073,0.049505,0.02521,5.741433,0.065111,1,1,1.0,0,0,0,8.6,101
2017,David Njoku,TE,21,76,246,16,5,1,1,0,32,386,4,60,157,387,4,Browns,CLE,234.0,410.0,4942,574,3228,15,384,1714,11,290,41,0.4872,0.047349,5.623693,4.463542,0.042797,0.533333,12.0625,6.433333,4.90625,0.125,0.066667,1.0,0.0,11.72727,0.121212,5.623693,4.463542,0.026132,0.028646,5.158664,0.047349,2,10,0.2,1,0,0,94.7,22
2018,David Njoku,TE,22,76,246,16,14,0,0,0,56,639,4,88,328,639,4,Browns,CLE,359.0,392.0,5900,574,4007,29,411,1893,15,314,24,0.6667,0.060847,6.980836,4.605839,0.024365,0.636364,11.41071,7.261364,5.857143,0.071429,0.045455,0.0,0.0,11.41071,0.071429,6.980836,4.605839,0.050523,0.036496,5.989848,0.060847,5,10,0.5,4,0,0,143.9,8
2019,David Njoku,TE,23,76,246,4,1,0,0,0,5,41,1,10,14,41,1,Browns,CLE,335.0,393.0,5455,539,3554,22,393,1901,15,305,28,0.58,0.061412,6.593692,4.83715,0.030043,0.5,8.2,4.1,2.8,0.2,0.1,0.0,0.0,8.2,0.2,6.593692,4.83715,0.040816,0.038168,5.853004,0.061412,1,2,0.5,1,0,0,15.1,75
2020,David Njoku,TE,24,76,246,13,5,0,0,0,19,213,2,29,82,213,2,Browns,CLE,408.0,419.0,5913,501,3539,27,495,2374,21,355,16,0.7333,0.069001,7.063872,4.79596,0.016064,0.655172,11.21053,7.344828,4.315789,0.105263,0.068966,0.0,0.0,11.21053,0.105263,7.063872,4.79596,0.053892,0.042424,5.936747,0.069001,3,7,0.4286,2,0,0,52.3,45
2021,David Njoku,TE,25,76,246,16,11,1,1,0,36,475,4,53,247,476,4,Browns,CLE,349.0,371.0,5791,520,3320,21,485,2471,20,342,22,0.62,0.060266,6.384615,5.094845,0.021891,0.679245,13.19444,8.962264,6.861111,0.111111,0.075472,1.0,0.0,12.86486,0.108108,6.384615,5.094845,0.040385,0.041237,5.762189,0.060266,4,10,0.4,2,0,0,107.6,21
2022,David Njoku,TE,26,76,246,14,14,-8,2,0,58,628,4,80,332,620,4,Browns,CLE,361.0,381.0,5934,540,3444,19,532,2490,19,350,21,0.5357,0.060836,6.377778,4.680451,0.01959,0.725,10.82759,7.85,5.724138,0.068966,0.05,-4.0,0.0,10.33333,0.066667,6.377778,4.680451,0.035185,0.035714,5.535448,0.060836,9,14,0.6429,3,0,0,142.0,13
2023,David Njoku,TE,27,76,246,16,16,0,0,0,81,882,6,123,599,882,6,Browns,CLE,396.0,362.0,5710,624,3693,24,518,2017,15,325,37,0.5769,0.069352,5.918269,3.893822,0.032399,0.658537,10.88889,7.170732,7.395062,0.074074,0.04878,0.0,0.0,10.88889,0.074074,5.918269,3.893822,0.038462,0.028958,5.0,0.069352,9,21,0.4286,3,0,0,201.2,5
2019,Dawson Knox,TE,23,76,254,15,11,9,1,0,28,388,2,50,149,397,2,Bills,BUF,314.0,259.0,5283,513,3229,21,465,2054,13,314,19,0.5652,0.059436,6.294347,4.417204,0.019427,0.56,13.85714,7.76,5.321429,0.071429,0.04,9.0,0.0,13.68966,0.068966,6.294347,4.417204,0.040936,0.027957,5.40184,0.059436,2,4,0.5,1,0,0,79.7,30
2020,Dawson Knox,TE,24,76,254,12,7,0,0,0,24,288,3,44,173,288,3,Bills,BUF,501.0,375.0,6343,596,4620,40,411,1723,16,397,22,0.6104,0.078985,7.751678,4.192214,0.021847,0.545455,12.0,6.545455,7.208333,0.125,0.068182,0.0,0.0,12.0,0.125,7.751678,4.192214,0.067114,0.038929,6.298908,0.078985,6,10,0.6,3,0,0,66.8,33
2021,Dawson Knox,TE,25,76,254,15,14,4,0,0,49,587,9,71,277,591,9,Bills,BUF,483.0,289.0,6493,655,4284,36,461,2209,20,398,22,0.6628,0.074388,6.540458,4.791757,0.019713,0.690141,11.97959,8.267606,5.653061,0.183673,0.126761,0.0,0.0,12.06122,0.183673,6.540458,4.791757,0.054962,0.043384,5.8181,0.074388,14,22,0.6364,8,0,0,164.1,7
2022,Dawson Knox,TE,26,76,254,15,15,0,0,0,48,517,6,65,193,517,6,Bills,BUF,455.0,286.0,6361,574,4129,35,430,2232,15,367,27,0.6,0.07153,7.19338,5.190698,0.026892,0.738462,10.77083,7.953846,4.020833,0.125,0.092308,0.0,0.0,10.77083,0.125,7.19338,5.190698,0.060976,0.034884,6.335657,0.07153,5,6,0.8333,2,0,0,135.7,9
2023,Dawson Knox,TE,27,76,254,12,11,0,0,0,22,186,2,36,96,186,2,Bills,BUF,451.0,311.0,6366,579,4154,29,512,2212,22,381,28,0.6389,0.070845,7.174439,4.320313,0.025665,0.611111,8.454545,5.166667,4.363636,0.090909,0.055556,0.0,0.0,8.454545,0.090909,7.174439,4.320313,0.050086,0.042969,5.835014,0.070845,5,10,0.5,3,0,0,54.6,43
2021,Dax Milne,WR,22,73,190,13,1,1,1,0,9,83,0,14,39,84,0,Commanders,WAS,335.0,434.0,5502,550,3441,21,477,2061,13,345,24,0.52,0.060887,6.256364,4.320755,0.023369,0.642857,9.222222,5.928571,4.333333,0.0,0.0,1.0,0.0,8.4,0.0,6.256364,4.320755,0.038182,0.027254,5.357352,0.060887,0,1,0.0,0,0,0,15.4,176
2022,Dax Milne,WR,23,73,190,15,1,0,0,0,6,37,1,7,13,37,1,Commanders,WAS,321.0,343.0,5615,554,3472,24,538,2143,9,339,23,0.5106,0.057168,6.267148,3.983271,0.021062,0.857143,6.166667,5.285714,2.166667,0.166667,0.142857,0.0,0.0,6.166667,0.166667,6.267148,3.983271,0.043321,0.016729,5.141941,0.057168,3,3,1.0,1,0,0,15.7,155
